PMID,Child Concept,Relationship,Parent Concept
32559145,Systemic racism,is-a,Form of racism
32559145,Overt racist laws and policies,is-a,Form of systemic racism
32559145,Covert racist laws and policies,is-a,Form of systemic racism
32559145,Law enforcement violence,is-a,Form of systemic racism
32559145,Criminal justice system interactions,is-a,Form of systemic racism
32559145,Mental health,is-a,Health outcome
32559145,Physical health,is-a,Health outcome
29536369,Cardiac rehabilitation,is-a,health resource
29536369,Coronary heart disease,is-a,cardiovascular disease
29536369,Socioeconomic status,is-a,factor affecting use of cardiac rehabilitation
29536369,Electronic health records,is-a,tool for systematic referrals
29536369,Educational programs,is-a,method to reduce healthcare provider biases
29536369,Home-based cardiac rehabilitation,is-a,alternative modality for cardiac rehabilitation
29536369,Internet-based cardiac rehabilitation,is-a,alternative modality for cardiac rehabilitation
29536369,Patients with coronary heart disease,is-a,potential beneficiaries of cardiac rehabilitation
29536369,Minority populations,is-a,vulnerable group for cardiac rehabilitation participation
29536369,Rural communities,is-a,demographic with lower cardiac rehabilitation referral and participation rates
29536369,Racial and ethnic groups,is-a,demographic with lower cardiac rehabilitation referral and participation rates
21708079,Eye care utilization,is-a,Health service utilization
21708079,Ophthalmologist,is-a,Eye care provider
21708079,Optometrist,is-a,Eye care provider
21708079,Cross-sectional survey,is-a,Research Method
21708079,Canadian Community Health Survey 2005,is-a,Population survey
21708079,Glaucoma,is-a,Eye disease
21708079,Cataracts,is-a,Eye disease
21708079,Diabetes,is-a,Chronic disease
21708079,Newfoundland and Labrador,is-a,Canadian province
25091068,Poverty,is-a,Social Determinant of Health
25091068,Education,is-a,Social Determinant of Health
25091068,Employment,is-a,Social Determinant of Health
25091068,Social Support,is-a,Social Determinant of Health
25091068,Access to Health Care,is-a,Social Determinant of Health
25091068,Housing,is-a,Social Determinant of Health
25091068,Neighborhood,is-a,Social Determinant of Health
25091068,Food Security,is-a,Social Determinant of Health
25091068,Transportation,is-a,Social Determinant of Health
26865174,Esophageal cancer,is-a,Disease
26865174,Adenocarcinoma,is-a,Type of Esophageal cancer
26865174,Squamous cell carcinoma,is-a,Type of Esophageal cancer
26865174,Cervical esophageal cancer,is-a,Type of Esophageal cancer
26865174,Mortality rate,is-a,Health outcome
26865174,Surgery,is-a,Treatment method
26865174,Radiation,is-a,Treatment method
26865174,Survival rate,is-a,Health outcome
34862064,Endometrial Cancer,is-a,Cancer
34862064,White Women with EC,is-a,Patient Group
34862064,Black Women with EC,is-a,Patient Group
34862064,Healthcare Experiences,is-a,Health Factors
34862064,Reproductive Conditions,is-a,Health Conditions
18204986,Surgical health services,is-a,Health service
18204986,Surgical disparities,is-a,Health disparity
18204986,Community-based participatory models,is-a,Research approach
18204986,Quality improvement,is-a,Process in healthcare
18204986,Optimal level of health care,is-a,Health care standard
30346971,Catastrophic Health Expenditure,is-a,Financial Protection measure
30346971,National Sample Survey,is-a,Data Source
30346971,Health Care Utilisation,is-a,Health Indicator
30346971,Out-of-Pocket Payments for Health Care,is-a,Financial Burden
30346971,Epidemiological Transition Level,is-a,Disease Burden Measure
30346971,Disability-Adjusted Life-Years,is-a,Health Metric
30346971,National Health Protection Mission,is-a,Health Policy of India
30346971,Communicable Diseases,is-a,Health Condition
30346971,Non-Communicable Diseases,is-a,Health Condition
18072315,South African government,is-a,Policy maker
18072315,Affordability Ladder,is-a,Conceptual framework
18072315,Household surveys and studies,is-a,Research methods
18072315,Inequities in access and utilization,is-a,Health policy issues
18072315,Community perceptions,is-a,Social determinants of health
18072315,Insurance status,is-a,Social determinants of health
18072315,Publicly provided care,is-a,Health services
18072315,Household-level policy impacts,is-a,Evaluation metrics
18072315,South African survey data,is-a,Data source
22227774,Quitline,is-a,Health service
22227774,Multi-state Asian-language quitline,is-a,Health service
22227774,Funding agencies,is-a,Financial organizations
22227774,North American Quitline Consortium,is-a,Health organization
22227774,State quitline,is-a,Health service
22227774,Asian-language quitline,is-a,Multilingual health service
22227774,Survey,is-a,Research method
22227774,Self-administered survey,is-a,Research method
22227774,Washington D.C.,is-a,U.S. state
23116474,Family caregiving,is-a,unpaid work
23116474,Gender-based analysis,is-a,priority in caregiving research
23116474,Diversity,is-a,determinant of caregiving experience
23116474,Compassionate Care Benefit,is-a,social benefit program
23116474,Utilization-focused evaluation,is-a,method for analyzing social programs
23116474,Semi-structured phone interviews,is-a,data collection method
23116474,Thematic diversity analysis,is-a,data analysis method
23116474,Culture,is-a,axis of difference in caregiving
23116474,Gender,is-a,axis of difference in caregiving
23116474,Geography,is-a,axis of difference in caregiving
23116474,Lifecourse stage,is-a,axis of difference in caregiving
23116474,Material resources,is-a,axis of difference in caregiving
23116474,Vulnerability and inequity,is-a,result of overlooked diversity
23116474,Health policy,is-a,sector influenced by diversity understanding
25227740,Poverty,is-a,Social Determinant of Health
25227740,Education,is-a,Social Determinant of Health
25227740,Housing,is-a,Social Determinant of Health
25227740,Employment,is-a,Social Determinant of Health
25227740,Social Support,is-a,Social Determinant of Health
25243585,This paper,is-a,country case study
25243585,Universal Health Coverage Collection,is-a,organization
25243585,Universal Health Coverage Collection,is-a,WHO initiative
25243585,Mabel Segbafah and colleagues,is-a,research team
25243585,Progress towards UHC,is-a,Research topic
25243585,Monitoring and evaluation,is-a,method
25243585,Ghana,is-a,country
25243585,Editors' Summary,is-a,section of the article
32013896,Skilled birth attendance,is-a,key strategy for averting maternal mortality ratio
32013896,Lifetime risk of maternal death,is-a,high risk in countries with low skilled birth attendance
32013896,Skilled birth attendant,is-a,reducer of death due to intrapartum-related complications
32013896,Demographic and Health Surveys,is-a,source of data for skilled birth attendance prevalence
32013896,Highly educated women,is-a,more likely group to seek skilled birth attendance
32013896,Women subscribed to health insurance,is-a,more likely group to seek skilled birth attendance
32013896,Women with four or more antenatal care visits,is-a,more likely group to seek skilled birth attendance
32013896,Women who watch television at least once a week,is-a,more likely group to seek skilled birth attendance
32013896,Rural-urban disparity in healthcare,is-a,factor affecting SBA rates
32013896,Female education,is-a,factor affecting SBA rates
32013896,Antenatal care attendance,is-a,factor affecting SBA rates
24117371,Breast cancer screening,is-a,health care service
24117371,Area deprivation,is-a,social determinant of health
24117371,Medicare claims,is-a,health financial data
24117371,Census data,is-a,demographic data
24117371,Negative binomial regression,is-a,statistical model
24117371,Central cancer registry data,is-a,health data
24117371,Appalachia,is-a,geographic region
24117371,Later stage breast cancer (LSBC),is-a,health condition
24117371,Geographic area deprivation,is-a,social determinant of health
24117371,Exploratory spatial analysis,is-a,data analysis method
25243462,John E. Ataguba,is-a,colleague
25243462,Universal Health Coverage Collection,is-a,study
25243462,South Africa,is-a,country
22388557,Racial disparity,is-a,Health care access issue
22388557,Ethnic disparity,is-a,Health care access issue
22388557,Health insurance,is-a,Economic factor affecting healthcare access
22388557,Education,is-a,Economic factor affecting healthcare access
22388557,Income,is-a,Economic factor affecting healthcare access
35168875,American Pharmacists Association,is-a,Health Equity Advocate
35168875,U.S. Food and Drug Administration Office of Minority Health and Health Equity,is-a,Health Equity Advocate
35168875,Pharmacists,is-a,Healthcare Provider
35168875,Diabetes,is-a,Health Disparity Issue
35168875,Health Disparities,is-a,"Result of Economic, Social, or Environmental Disadvantage"
35168875,Health Literacy,is-a,Technique for Patient Communication
35168875,Numerate Techniques,is-a,Technique for Patient Communication
35168875,Culturally Competent Techniques,is-a,Technique for Patient Communication
35168875,Health Equity,is-a,Focus Area of American Pharmacists Association and U.S. Food and Drug Administration Office of Minority Health and Health Equity
35168875,Morbidity and Mortality,is-a,Health Disparity Indicator
35168875,Injury or Violence,is-a,Health Disparity Indicator
27870753,Health disparities,is-a,inequality in health outcomes
27870753,Perceived behavioral control,is-a,construct within the Integrative Behavioral Model
27870753,Social determinants of health,is-a,planning tool for addressing health disparities
27870753,Unified social determinant of health framework,is-a,predictor and determinant of perceived behavioral control
19946810,UK National Health Service,is-a,Healthcare System
19946810,Fee-for-service system,is-a,Healthcare System
19946810,China's health system,is-a,Healthcare System
19946810,Universal health coverage,is-a,Healthcare principle
19946810,Market system,is-a,Economic System
19946810,Health system reform,is-a,Healthcare strategy
19946810,Government funding,is-a,Financial Resource
31337384,Immunization,is-a,health intervention
31337384,Childhood diseases,is-a,health issue
31337384,Child health,is-a,health issue
31337384,Childhood immunization coverage,is-a,health indicator
31337384,Gavi,is-a,Vaccine Alliance
31337384,Gavi preparatory transition phase,is-a,financial support phase
31337384,Accelerated transition phase,is-a,financial support phase
31337384,Full self-financing,is-a,financial support phase
31337384,Demographic Health Surveys and Multiple Indicator Cluster Surveys,is-a,data source
31337384,Rate difference,is-a,measure of inequality
31337384,Rate ratio,is-a,measure of inequality
31337384,Relative concentration index,is-a,measure of inequality
31337384,Health interventions,is-a,strategy to address inequality
31337384,Primary health care system,is-a,strategy to reduce incidence of mortality and morbidity
32799833,Antenatal Care,is-a,Health Service
32799833,Angola,is-a,African Country
32799833,Maternal Mortality,is-a,Health Outcome
32799833,Urban Residence,is-a,Geographic Location
32799833,Rural Residence,is-a,Geographic Location
32799833,Rich Women,is-a,Socioeconomic Group
32799833,Educated Women,is-a,Socioeconomic Group
32799833,Poor Women,is-a,Socioeconomic Group
32799833,Uneducated Women,is-a,Socioeconomic Group
32799833,Economic Status,is-a,Socioeconomic Indicator
32799833,Education,is-a,Socioeconomic Indicator
32799833,Residence,is-a,Geographic Indicator
32799833,Region,is-a,Geographic Indicator
32799833,ANC Services,is-a,Health Services
28089384,Chronic disease management,is-a,type of healthcare
28089384,Diabetes,is-a,chronic disease
28089384,Regional national health insurance fund,is-a,source of data
28089384,Socio-demographic databases,is-a,source of data
28089384,Median household income,is-a,socio-economic indicator
28089384,Diabetes monitoring and care,is-a,type of healthcare
28089384,Oral diabetes drugs,is-a,type of medication
28089384,PACA region,is-a,geographical location
28089384,Income disparity,is-a,social inequity
28089384,Health inequity,is-a,social inequity
28089384,Diabetes specialist visit,is-a,type of healthcare service
28089384,Recession,is-a,economic condition
28089384,Diabetes-related healthcare,is-a,type of healthcare
20350260,Liver transplantation,is-a,standard of care for chronic liver disease
20350260,United Network for Organ Sharing,is-a,organ allocation organization
20350260,Childs-Turcotte-Pugh system,is-a,liver disease scoring system
20350260,MELD score,is-a,liver disease scoring system
20350260,Organ allocation disparities,is-a,health care access issue
20350260,Racial disparities,is-a,health care access issue
20350260,Geographic disparities,is-a,health care access issue
20350260,Gender disparities,is-a,health care access issue
32791340,American Indian children,is-a,demographic group
32791340,White children,is-a,demographic group
32791340,North Dakota,is-a,geographic location
32791340,Immunization Information System,is-a,data source
32791340,Immunization coverage rate,is-a,health measure
32791340,Vaccines for Children,is-a,health program
32791340,Immunization,is-a,health intervention
32791340,Racial disparity,is-a,social determinant of health
32791340,Vaccination barrier,is-a,social determinant of health
32791340,Timeliness of vaccine administration,is-a,health measure
32791340,Number of doses needed,is-a,health measure
32791340,Public health providers,is-a,health service provider
32791340,Private healthcare providers,is-a,health service provider
34642904,TKA,is-a,major elective surgeries
34642904,African American TKA patients,is-a,subset of TKA patients
34642904,Provider bias,is-a,healthcare system factor
34642904,Rates of health insurance coverage,is-a,healthcare system factor
34642904,Utilization of lower quality hospitals,is-a,healthcare system factor
34642904,Systemic racism,is-a,societal factor
34642904,Physical and mental health at baseline,is-a,patient factor
34642904,Social support,is-a,patient factor
34642904,Outcome disparities,is-a,clinical outcomes
34642904,Quality of surgical care,is-a,healthcare service factor
19238269,Femoral neck fractures,is-a,"type of, hip fracture"
19238269,Pertrochanteric fractures,is-a,"type of, hip fracture"
19238269,Total hip arthroplasty,is-a,"treatment, for hip fracture"
19238269,Hemiarthroplasty,is-a,"treatment, for hip fracture"
19238269,Open reduction and internal fixation,is-a,"treatment, for hip fracture"
19238269,Nonoperative management,is-a,"treatment, for hip fracture"
19238269,Patient race,is-a,"variable, in treatment determination"
19238269,Patient age,is-a,"variable, in treatment determination"
19238269,Patient sex,is-a,"variable, in treatment determination"
19238269,Charlson Comorbidity Index score,is-a,"variable, in treatment determination"
19238269,Hospital referral region,is-a,"geographic variable, in treatment determination"
24610181,This study,is-a,examination of racial and socioeconomic disparities
24610181,Racial and socioeconomic disparities,is-a,aspect of access to primary care
24610181,People with chronic conditions,is-a,target group for access to primary care
24610181,Racial disparities,is-a,factor for usual source of care
24610181,Racial disparities,is-a,factor for type of primary care providers
24610181,Racial disparities,is-a,factor for location of primary care
24610181,Socioeconomic disparities,is-a,limited factor for access to primary care
24610181,Racial/ethnic minorities with chronic conditions,is-a,group needing improved access to primary care
24610181,Primary care,is-a,necessary resource for people with chronic conditions
32942299,COVID-19,is-a,Pandemic
32942299,United States,is-a,Geographic location
32942299,Communities of color,is-a,Demographic group
32942299,Rural areas,is-a,Geographic location
32942299,Areas of low income,is-a,Economic condition
32942299,Geographic disparity,is-a,Type of inequity
32942299,Structural inequities,is-a,Social determinant of health
32942299,COVID-19,is-a,Health care challenge
32942299,Geographically disparate populations,is-a,Demographic group
32942299,Recommendations,is-a,Solutions to current situation
32599614,COVID-19 pandemic,is-a,health event
32599614,African Americans,is-a,demographic group
32599614,Disparities,is-a,health outcome
32599614,Structural inequities,is-a,social determinant of health
32599614,Historical context,is-a,driving factor of structural inequities
32599614,Impact of structural inequities,is-a,determinant of COVID-19 progression in African Americans
32599614,Multifaceted approach,is-a,strategy for addressing healthcare disparities
29595298,Socioeconomic status,is-a,determinant of health
29595298,Education,is-a,determinant of health
29595298,Income,is-a,determinant of health
29595298,Cognitive decision-making constructs,is-a,determinant of health behavior
29595298,Affective decision-making constructs,is-a,determinant of health behavior
29595298,Colorectal cancer screening,is-a,health behavior
29595298,Barriers to screening,is-a,determinant of health behavior
29595298,Fear of colonoscopy,is-a,determinant of health behavior
29595298,Colorectal cancer knowledge,is-a,determinant of health behavior
29595298,Screening compliance,is-a,health behavior
26153308,Nursing home care,is a,health care service
26153308,Racial/Ethnic minorities,is a,patient group
26153308,Limited clinical and financial resources,is a,care deficiency
26153308,Low nurse staffing levels,is a,care deficiency
26153308,High number of care deficiency citations,is a,quality indicator for nursing home care
26153308,Facilities with different concentrations of racial/ethnic minority residents,is a,characterization of nursing home facilities
26153308,Decrease in the number of health care-related deficiencies,is a,quality improvement trend in nursing home care
26153308,Disparities in health care-related deficiencies,is a,aspect of health care equity
26153308,Medicaid payment rate,is a,financial resource for nursing home care
26153308,State case-mix payment approaches,is a,financial policy affecting nursing home care
26153308,Quality improvement and cost containment efforts,is a,health policy approach
27658119,Latino young adults,is-a,uninsured group
27658119,2010 Affordable Care Act,is-a,healthcare policy
27658119,Employer-provided health insurance,is-a,insurance coverage
27658119,Parents' health insurance,is-a,insurance coverage
24771102,Socio-economic status,is-a,social determinant of health
24771102,Health inequalities,is-a,result of socio-economic status
24771102,Mortality,is-a,aspect of health inequalities
24771102,Life expectancy,is-a,aspect of health inequalities
24771102,Self-rated health,is-a,aspect of health inequalities
24771102,Smoking,is-a,aspect of health inequalities
24771102,Obesity,is-a,aspect of health inequalities
24771102,Empirical analyses,is-a,method of studying health inequalities
24771102,Educational level,is-a,measure of individual socio-economic status
24771102,Regional deprivation,is-a,measure of socio-economic status
24771102,Absolute and relative inequality,is-a,measure of health inequalities
24771102,Sex,is-a,stratification factor for health inequalities
24771102,Significance tests for time trend,is-a,analysis method for health inequalities
24771102,Health Inequalities,is-a,time trend in society
23620542,HPV vaccine uptake,is-a,vaccination behavior
23620542,Ethnicity,is-a,demographic factor
23620542,Deprivation,is-a,socioeconomic factor
23620542,Non-mainstream educational settings,is-a,educational factor
23943040,Underinsured women,is-a,Disadvantaged group in infertility treatment
23943040,Uninsured women,is-a,Disadvantaged group in infertility treatment
23943040,Infertility treatment,is-a,Element of family planning
23943040,Patients who have insurance,is-a,Focus group in CAM studies
23943040,Acupuncture,is-a,Complementary and alternative medicine
23943040,Herbal supplements,is-a,Complementary and alternative medicine
23943040,Dietary supplements,is-a,Complementary and alternative medicine
24603297,Poverty,is-a,SocialDeterminantOfHealth
24603297,Education,is-a,SocialDeterminantOfHealth
24603297,Employment,is-a,SocialDeterminantOfHealth
24603297,SocialSupport,is-a,SocialDeterminantOfHealth
24603297,AccessToHealthCare,is-a,SocialDeterminantOfHealth
24603297,Housing,is-a,SocialDeterminantOfHealth
32408028,SLND,is-a,medical procedure
32408028,ALND,is-a,medical procedure
32408028,Breast cancer,is-a,disease
32408028,Community cancer centers,is-a,health facility
32408028,Academic/research centers,is-a,health facility
32408028,Health insurance,is-a,social determinant of health
32408028,Race and ethnicity,is-a,social determinant of health
32408028,Residential characteristics,is-a,social determinant of health
32408028,Disparities in medical procedure utilization,is-a,health inequity
32408028,Patient and surgeon education,is-a,intervention strategy
31794301,Rural populations,is-a,Disadvantaged Group
31794301,Poorer health,is-a,Adverse Health Outcome
31794301,Higher age-adjusted mortality,is-a,Adverse Health Outcome
31794301,Health care provider availability,is-a,Health Care Factor
31794301,Health care provider accessibility,is-a,Health Care Factor
31794301,Structural urbanism,is-a,Systemic Disadvantage
31794301,Health care funding models,is-a,Economic Factor
31794301,Biases in health care funding,is-a,Systemic Disadvantage
25395597,Latino,is-a,ethnicity
25395597,White,is-a,ethnicity
25395597,Black,is-a,ethnicity
25395597,National Health Interview Survey,is-a,survey
25395597,Blinder-Oaxaca decomposition,is-a,method
25395597,Health-care access,is-a,health metric
25395597,Health-care utilization,is-a,health metric
25395597,Sociodemographic characteristics,is-a,factor affecting health-care disparity
25395597,Health-care return,is-a,factor affecting health-care disparity
25395597,Emergency department use,is-a,health-care utilization measure
25395597,Preventive care,is-a,health-care utilization measure
25395597,Delayed care,is-a,health-care utilization measure
29328871,MHPAEA,is-a,Legislation
29328871,MHPAEA,is-a,Health Coverage Act
29328871,NQTL,is-a,Plan Management Strategy
29328871,Mental illness,is-a,Health condition
29328871,Substance use disorder,is-a,Health condition
21199915,Heart disease,is-a,Chronic disease
21199915,Obesity,is-a,Health condition
21199915,Poverty,is-a,Social determinant of health
26940942,SSAT,is-a,Society
26940942,Task Force,is-a,Committee
26940942,Diversity and Inclusion liaison committee,is-a,Permanent Committee
26940942,Gastrointestinal surgeons,is-a,Profession
26940942,Research related to healthcare disparities,is-a,Research Focus
26940942,Cultural competency,is-a,Skill
26940942,Leaders with Unique Perspectives,is-a,Role
27054308,Infertility,is-a,global problem
27054308,Infertility,is-a,health issue
27054308,Treatment,is-a,health service
27054308,Access to care,is-a,determinant of health
27054308,Assisted reproductive technology outcomes,is-a,measure of healthcare effectiveness
19127435,Immunization coverage rates,is-a,Health indicator
19127435,National Immunization Survey,is-a,Health survey
19127435,Central cities,is-a,Geographic location
19127435,Childhood immunization,is-a,Preventive health measure
19127435,Immunization disparities,is-a,Health Equality indicator
19127435,Hispanic population,is-a,Demographic group
19127435,Childhood immunization coverage,is-a,Public health metric
19127435,Census,is-a,Population survey
25281641,Poverty,is-a,Social Determinant of Health
25281641,Education,is-a,Social Determinant of Health
25281641,Employment,is-a,Social Determinant of Health
25281641,Social Support,is-a,Social Determinant of Health
25281641,Access to Health Care,is-a,Social Determinant of Health
25281641,Housing,is-a,Social Determinant of Health
25281641,Neighborhood Environment,is-a,Social Determinant of Health
25281641,Food Security,is-a,Social Determinant of Health
25281641,Transportation,is-a,Social Determinant of Health
25281641,Social Exclusion,is-a,Social Determinant of Health
26239926,Racial/Ethnic disparities in pediatric care,is-a,Health Inequity
26239926,Disparities in ambulatory care service intensity,is-a,Health Inequity
26239926,Disparities in hospital use,is-a,Health Inequity
29415785,Type 2 diabetes,is-a,health disparity
29415785,Racial/ethnic health disparities,is-a,issue in diabetes control
29415785,Multifaceted interventions,is-a,method to reduce racial/ethnic disparities in diabetes control
29415785,Poorly controlled diabetes,is-a,condition targeted by multifaceted interventions
29415785,Federally Qualified Health Center in New York,is-a,healthcare provider for diabetes patients
29415785,Blacks,Hispanics/Latinos,"Whites, are-a, racial/ethnic groups affected by diabetes"
29415785,Diabetes control,is-a,health outcome improved by multifaceted interventions
29415785,Racial/ethnic disparities in diabetes control,is-a,health disparity reduced by multifaceted interventions
29972050,Occupational Therapists,is-a,Health Professionals
29972050,Equity Lens for Occupational Therapy (ELOT),is-a,Framework
29972050,ELOT,is-a,Tool for Reflecting on Equity Issues
29972050,Occupational Therapy Practice Model,is-a,Base for ELOT
29972050,Program Development and Evaluation Processes,is-a,Component of Occupational Therapy
29972050,Equity Lens,is-a,Method for Critical Reflection on Occupational Therapy Programs
29972050,Action Strategies,is-a,Outcome of using ELOT
29972050,Social Advocacy,is-a,Method for Addressing Inequities in Occupational Therapy
29972050,Health and Social Systems,is-a,Context of Occupational Therapy
29972050,Inequities,is-a,Challenge in Occupational Therapy
19244284,HIV,is-a,health disparity
19244284,Gender inequity,is-a,determinant for HIV health services utilization
19244284,Gender inequity,is-a,determinant for HIV health services outcomes
19244284,Gender-related gaps,is-a,barrier for HIV services in rural India
19244284,Gender-specific patient needs,is-a,factor in gender-equitable HIV testing and care
19244284,Gender sensitivity training,is-a,requirement for rural care providers
19244284,Gender-equitable medical workplaces,is-a,institutional requirement for gender-equity in health care
19244284,Gender-equitable approach,is-a,foundation for gender equity in overall health care system
37023670,Pain disparities research,is-a,Health Disparity Research
37023670,Fourth generation of pain disparities research,is-a,Pain disparities research
37023670,Health justice and equity,is-a,Goal for health research
37023670,Pain care for racialized groups,is-a,Health disparity issue
37023670,New theoretical models,is-a,Needed development in health research
37023670,Historical context of human existence,is-a,Factor in health disparity
37023670,Inadequate pain care,is-a,Health care disparity
37023670,Existing problems in health disparities,is-a,Focus of health research
37023670,Proposed solutions for health disparities,is-a,Future of health research
20352508,Medical-legal partnerships,is-a,partnership
20352508,Medical professionals,is-a,profession
20352508,Lawyers,is-a,profession
20352508,Residency programs,is-a,educational program
20352508,Health care providers,is-a,profession
20352508,Medical students,is-a,student
20352508,Medical school courses,is-a,educational program
20352508,Noon conferences,is-a,event
20352508,Advocacy electives,is-a,educational program
20352508,CME courses,is-a,educational program
25381002,Poverty,is-a,Social Determinant of Health
25381002,Education,is-a,Social Determinant of Health
25381002,Unemployment,is-a,Social Determinant of Health
25381002,Safe housing,is-a,Social Determinant of Health
25381002,Healthy food access,is-a,Social Determinant of Health
25381002,Community Safety,is-a,Social Determinant of Health
29340514,'Oportunidades program','is-a','Conditional cash transfer program'
29340514,'Mexican Social Security Institute','is-a','Healthcare institution'
29340514,'Indigenous midwives','is-a','Healthcare providers'
29340514,'Indigenous mothers','is-a','Recipients of maternal health care'
29340514,'Health care administrators','is-a','Healthcare professionals'
29340514,'Health-disease-care processes','is-a','Aspect of maternal health'
29340514,'Interculturality','is-a','Sociocultural factor influencing health'
29340514,'Racial i(nter)dentification','is-a','Process of racialization'
34390706,United States Preventive Services Taskforce,is-a,Health organization
34390706,Lung cancer screening,is-a,Preventive medical procedure
34390706,Low-dose chest CT imaging,is-a,Medical imaging technique
34390706,High-risk individuals,is-a,Patient classification
34390706,Racial disparities,is-a,Social determinant of health
34390706,Lung cancer mortality,is-a,Health outcome
34390706,Adherence to LCS follow-up,is-a,Health behavior
34390706,Systematic review,is-a,Research method
34390706,MEDLINE,PubMed,"EMBASE, Web of Science, Cumulative Index to Nursing and Allied Health Literature Database, is-a, Scientific database"
34390706,Meta-analysis,is-a,Statistical procedure
34390706,Black population,is-a,Racial group
34390706,LCS program,is-a,Health program
34390706,Physician education,is-a,Health intervention
34390706,Screening program coordinators,is-a,Health professional role
37913542,Pituitary Surgery,is-a,Neurosurgical Procedure
37913542,Pituitary Adenomas,is-a,Condition Requiring Pituitary Surgery
37913542,Healthcare Disparity,is-a,Factor Affecting Surgical Results
37913542,Race,is-a,Factor in Healthcare Disparity
37913542,Socioeconomic Status,is-a,Factor in Healthcare Disparity
37913542,Age,is-a,Factor in Healthcare Disparity
37913542,Gender,is-a,Factor in Healthcare Disparity
37913542,Transient Diabetes Insipidus,is-a,Postoperative Complication
37913542,Stroke,is-a,Postoperative Complication
37913542,High-Volume Centers,is-a,Preferred Treatment Location
37913542,Government Insurance,is-a,Type of Patient Insurance
37913542,No Insurance,is-a,Type of Patient Insurance
37913542,Active Surveillance,is-a,Treatment Recommendation
37913542,Definitive Treatment,is-a,Treatment Recommendation
37913542,Surgical Treatment,is-a,Treatment for Pituitary Adenomas
37913542,Postoperative Course,is-a,Treatment Outcome Measure
29412713,Racial/ethnic health disparities,is-a,health care issue
29412713,Affordable Care Act,is-a,national insurance coverage
29412713,Veterans Health Administration,is-a,US integrated health care system
29412713,Health equity research,is-a,method to address health disparities
29412713,Racial/ethnic mortality disparities,is-a,research subject in VHA
29412713,MEDLINE,is-a,database for research
29412713,Cochrane Central Registry of Controlled Trials,is-a,database for research
29412713,Study selection decisions,is-a,part of research method
29412713,Data collection and analysis,is-a,part of research method
29412713,Random effects models,is-a,statistical tool for data analysis
29412713,Evidence map,is-a,visualization tool for representing data
29412713,Mortality disparities,is-a,health outcome of interest in the study
29412713,Black veterans,is-a,racial group in the study
29412713,American Indian and Alaska Native veterans,is-a,racial group in the study
29412713,Hispanic veterans,is-a,racial group in the study
28062817,ACA,is-a,Health Policy
28062817,Mexicans,is-a,Latino Subgroup
28062817,Central Americans,is-a,Latino Subgroup
28062817,Puerto Ricans,is-a,Latino Subgroup
28062817,Non-Latino whites,is-a,Ethnical Group
28062817,National Health Interview Survey,is-a,Data collection method
28062817,Logistic regression models,is-a,Statistical analysis method
28062817,18-64 years old,is-a,Age group
28062817,Citizenship status,is-a,Demographic characteristic
28062817,Language use,is-a,Cultural characteristic
28062817,Insurance status,is-a,Measure of access to health care
28062817,Emergency department visit,is-a,Measure of health care utilization
28062817,Physician visit,is-a,Measure of health care utilization
28062817,Delaying medical care,is-a,Measure of health care access
24743099,Unemployment,is-a,social determinant of health
24743099,Education,is-a,social determinant of health
24743099,Housing,is-a,social determinant of health
24743099,Income,is-a,social determinant of health
24743099,Social support networks,is-a,social determinant of health
24743099,Access to health care,is-a,social determinant of health
31235191,Occupational disease,is-a,Health issue
31235191,Regional committee,is-a,Decision-making body
31235191,Acceptance rate,is-a,Measure of decision outcome
31235191,Discrepancy,is-a,Source of injustice
31235191,Asbestos related diseases,is-a,Occupational disease
31235191,Musculoskeletal disorders,is-a,Occupational disease
31235191,Clinical case,is-a,Representative of compensation claim
31235191,Decision,is-a,Outcome of committee review
27727490,"""Endoscopic screening""","""is a""","""gastric cancer screening method"""
27727490,"""Radiographic screening""","""is a""","""gastric cancer screening method"""
27727490,"""National survey""","""is a""","""method of collecting data"""
27727490,"""Endoscopic examinations""","""is a""","""medical procedure"""
27727490,"""Medical districts""","""is a""","""geographical area of healthcare coverage"""
27727490,"""Big cities""","""is a""","""urban geographical area"""
27727490,"""Rural areas""","""is a""","""non-urban geographical area"""
27727490,"""Japanese government""","""is a""","""national governing body"""
27727490,"""Upper gastrointestinal endoscopy""","""is a""","""medical procedure"""
27727490,"""Participation rates""","""is a""","""statistical measure of engagement"""
27727490,"""Medical resources""","""is a""","""healthcare provision factor"""
19015986,Racism,is a,Social Issue
19015986,Racism,is a,Ethical Issue
19015986,Racism,is a,Political Issue
19015986,Racism,is a,Cultural Issue
19015986,Racism,is a,Legal Issue
19015986,Health Disparities,is a,Health Issue
19015986,Health Disparities,is a,Result of Racism
19015986,Racial disparities in health,is a,Health Issue
19015986,Racial disparities in health,is a,Result of Racism
34758497,Gestational diabetes mellitus,is-a,health condition
34758497,Insulin prescription,is-a,first-line pharmacotherapy for gestational diabetes mellitus
34758497,Oral antidiabetic medication,is-a,first-line pharmacotherapy for gestational diabetes mellitus
34758497,Maternal age,is-a,prenatal factor associated with insulin prescription
34758497,Hispanic ethnicity,is-a,prenatal factor associated with insulin prescription
34758497,Lack of insurance,is-a,prenatal factor associated with insulin prescription
34758497,Endocrinology management of GDM,is-a,prenatal factor associated with insulin prescription
34758497,University hospital,is-a,healthcare setting
34758497,Metformin,is-a,oral antidiabetic medication
