0,1,2,3,Min Jaccard Distance,Min Euclidean Distance,Most Matching Term by Jaccard,Most Matching Term by Euclidean,Most Matching Term by Levenshtein,Min Levenshtein Distance
32674158,Depressive symptoms,is-a,Psychological effect,,,,,social_risk_factors,16.0
32674158,Identity processes,is-a,Influencer of caregiving experience,,,,,'access to working utilities',26.0
32674158,Family networks,is-a,Context for caregiving,,,,,'foster collaboration',16.0
35503310,Life course intervention research,is-a,research method,,,,,park_access,13.0
35503310,Planning,is-a,phase of life course intervention research,,,,,'rate of hate crimes in society',27.0
35503310,Design,is-a,phase of life course intervention research,,,,,'rate of hate crimes in society',27.0
35503310,Implementation,is-a,phase of life course intervention research,,,,,'rate of hate crimes in society',27.0
35503310,Evaluation,is-a,phase of life course intervention research,,,,,'rate of hate crimes in society',27.0
35503310,Translation,is-a,phase of life course intervention research,,,,,'rate of hate crimes in society',27.0
35503310,Family engagement,is-a,component of life course intervention research,,,,,'rate of hate crimes in society',32.0
35503310,Community engagement,is-a,component of life course intervention research,,,,,'rate of hate crimes in society',32.0
30649661,Poverty,is-a,Socioeconomic Condition,,,,,community_composition,15.0
30649661,Parent-child interaction,is-a,Family Relationship,,,,,'mass incarceration',14.0
30649661,Maternal hardship,is-a,Economic Adversity,,,,,'polluted air',15.0
30649661,Institutional resources,is-a,Social Support,0.6666666666666667,,'social integration',,'social opportunity',9.0
30649661,Depression,is-a,Mental Health Condition,,,,,community_composition,17.0
30649661,Distress,is-a,Emotional State,,,,,'polluted air',13.0
30649661,Dysregulation in parent-child interactions,is-a,Family Relationship Issue,,,,,park_access,20.0
30649661,Receptive language skills,is-a,Cognitive Development,,,,,'community violence',16.0
30649661,Expressive language skills,is-a,Cognitive Development,,,,,'community violence',16.0
30649661,Family Stress Model,is-a,Theoretical Model,,,,,'polluted air',15.0
30649661,Caregiver well-being,is-a,Health Indicator,,,,,'polluted air',13.0
30649661,Bayley-III,is-a,Assessment Tool,,,,,'polluted air',13.0
30649661,Kids in Columbus Study,is-a,Research Study,,,,,park_access,12.0
3184221,Burn abuse,is-a,form of child abuse,,,,,'polluted air',15.0
3184221,Immersion burns,is-a,type of burn,,,,,'polluted air',12.0
3184221,Youngest child,is-a,family member,,,,,park_access,11.0
3184221,Caretaker,is-a,potential perpetrator of abuse,,,,,'social integration',21.0
3184221,Single,poorly educated individual,"is-a, potential perpetrator of abuse",,,,,'social integration',25.0
3184221,Child under 3 years,is-a,potential victim of abuse,,,,,'social integration',19.0
3184221,Female,is-a,potential perpetrator of abuse,,,,,'social integration',21.0
36180666,ASD,is-a,Neurodevelopmental disorder,,,,,'employment programs',19.0
36180666,Parental stress,is-a,Psychological condition,,,,,community_composition,16.0
36180666,Affiliate stigma,is-a,Social phenomenon,0.6666666666666667,,'social integration',,'social integration',10.0
36180666,EE,is-a,Emotional response,,,,,park_access,14.0
36180666,TD sibling internalizing behavior,is-a,Psychological condition,,,,,community_composition,16.0
16382089,Supervisory neglect,is-a,type of child neglect,,,,,'community violence',17.0
16382089,Drug,alcohol,"or mental health challenge, is-a, type of health issue",,,,,'rate of hate crimes in society',39.0
16382089,Persistent supervision problem,is-a,type of child neglect,,,,,'community violence',17.0
16382089,Chronic supervision problem,is-a,type of child neglect,,,,,'community violence',17.0
16382089,Mother's partner,is-a,family member,,,,,park_access,11.0
16382089,Child protective services,is-a,social service,0.6666666666666667,,'social integration',,'social integration',10.0
16382089,Inadequate supervision,is-a,type of child neglect,,,,,'community violence',17.0
16382089,Mother's partner with drug,alcohol,"or mental health challenge, is-a, risk factor for child neglect",,,,,'rate of hate crimes in society',46.0
16382089,Lack of understanding of supervision problem,is-a,risk factor for child neglect,,,,,'access to working utilities',23.0
16382089,Lack of responsibility for supervision problem,is-a,risk factor for child neglect,,,,,'access to working utilities',23.0
7437102,Child hospitalization,is-a,stressful event,,,,,park_access,13.0
7437102,Severe illness,is-a,health condition,,,,,community_composition,13.0
7437102,Uncertain outcome,is-a,stressful condition,,,,,community_composition,14.0
7437102,ICU,is-a,hospital unit,,,,,'polluted air',11.0
29169043,Dads Matter,is-a,intervention package,,,,,'limited internet access',17.0
29169043,Dads Matter,is-a,enhancement to standard home visiting services,,,,,'proximity to hazardous sites',31.0
29169043,Perinatal home visitation programs,is-a,service,,,,,park_access,8.0
29169043,Fathers' involvement with the child,is-a,family engagement,,,,,'polluted air',14.0
29169043,Fathers' verbalizations toward the infant,is-a,parental interaction,,,,,'social integration',9.0
29169043,Mother-father relationship,is-a,family relationship,,,,,'mass incarceration',14.0
29169043,Perceived stress,is-a,mental health indicator,,,,,'employment programs',18.0
29169043,Maltreatment indicators,is-a,child welfare measure,,,,,'polluted air',16.0
22668768,Landspitali University Hospital Family Nursing Implementation Project,is-a,Research Project,,,,,park_access,13.0
22668768,Family Nursing,is-a,Nursing Practice,,,,,park_access,13.0
22668768,Short-term therapeutic conversation intervention,is-a,Healthcare Service,,,,,'polluted air',15.0
22668768,Calgary Family Assessment and Intervention Models,is-a,Nursing Model,,,,,park_access,12.0
22668768,Children's Hospital at Landspitali University Hospital,is-a,Hospital Department,,,,,'social opportunity',13.0
22668768,Childhood and adolescent acute and chronic illnesses,is-a,Health Condition,,,,,community_composition,13.0
22668768,Experimental group,is-a,Research Group,,,,,park_access,12.0
22668768,Control group,is-a,Research Group,,,,,park_access,12.0
22668768,Family support,is-a,Social Determinant of Health,,,,,'social integration',17.0
10941327,Organ and tissue donation,has,fears and concerns,,,,,park_access,11.0
10941327,Fears and concerns,classified into,often heard and easy to deal with,,,,,'limited internet access',25.0
10941327,Fears and concerns,classified into,often heard and hard to deal with,,,,,'limited internet access',25.0
10941327,Fears and concerns,classified into,seldom heard and easy to deal with,,,,,'limited internet access',24.0
10941327,Fears and concerns,classified into,seldom heard and hard to deal with,,,,,'limited internet access',24.0
10941327,Donation discussion,involves,addressing fears and concerns,,,,,'community near landfills',21.0
10941327,Coordinators,address,fears and concerns,,,,,park_access,11.0
10941327,Research,aims to understand,family fears and concerns,,,,,park_access,18.0
10941327,Strategies,aim to increase,organ and tissue donation,,,,,'social integration',17.0
23422459,Acquired brain injury,is-a,Illness,,,,,park_access,8.0
23422459,Post-traumatic stress symptoms,is-a,Emotional problem,,,,,'employment programs',13.0
23422459,Achenbach's Child Behaviour Checklist,is-a,Behavioural problem assessment tool,,,,,'access to public transportation',27.0
23422459,Child Impact of Events revised,is-a,Post-traumatic stress symptoms assessment tool,,,,,'access to public transportation',36.0
23422459,Emotional and behavioural problems,is-a,Child health issue,,,,,'polluted air',15.0
23422459,Parental stress,is-a,Family factor,,,,,park_access,11.0
9879004,Well-functioning family,is-a,type of family,,,,,'polluted air',13.0
9879004,Poor-functioning family,is-a,type of family,,,,,'polluted air',13.0
9879004,Immigrant family,is-a,type of family,,,,,'polluted air',13.0
7629002,Asthma,is-a,Chronic Disease,,,,,park_access,11.0
7629002,Controlled Asthma,is-a,Asthma,,,,,park_access,10.0
7629002,Uncontrolled Asthma,is-a,Asthma,,,,,park_access,10.0
7629002,Family Characteristics,is-a,Social Determinant of Health,,,,,'social integration',17.0
7629002,Child-rearing Attitudes,is-a,Social Determinant of Health,,,,,'social integration',17.0
7629002,Psychosocial Variables,is-a,Social Determinant of Health,,,,,'social integration',17.0
7629002,Family Functioning,is-a,Social Determinant of Health,,,,,'social integration',17.0
7629002,Emotional Disorders,is-a,Mental Health Condition,,,,,community_composition,17.0
15209037,Welfare reform waivers,is-a,Welfare reform,,,,,'polluted air',12.0
15209037,Temporary Assistance for Needy Families,is-a,Welfare program,,,,,'employment programs',10.0
15209037,Survey of Income and Program Participation,is-a,Data collection method,,,,,'polluted air',17.0
15209037,Female headship,is-a,Family structure,,,,,'polluted air',13.0
15209037,Logit models,is-a,Statistical analysis method,,,,,'mass incarceration',21.0
15209037,Cox proportional hazard models,is-a,Statistical analysis method,,,,,'mass incarceration',21.0
15209037,Unmarried heads of families,is-a,Family structure,,,,,'polluted air',13.0
12828014,Structural equation modeling,is-a,research method,,,,,park_access,13.0
12828014,Family dynamics,is-a,factor in child adjustment,,,,,'foster collaboration',18.0
12828014,Attorney involvement,is-a,factor in child adjustment,,,,,'foster collaboration',18.0
12828014,Parental separation,is-a,event affecting child adjustment,,,,,'foster collaboration',24.0
12828014,Nonresidential fathers,is-a,type of parent,,,,,park_access,12.0
12828014,Primary caretaking mothers,is-a,type of parent,,,,,park_access,12.0
12828014,Parental conflict,is-a,factor in child outcomes,,,,,'foster collaboration',17.0
12828014,Paternal involvement,is-a,factor in child outcomes,,,,,'foster collaboration',17.0
12828014,Parent-child relationship,is-a,factor in child outcomes,,,,,'foster collaboration',17.0
12828014,Parental gatekeeping,is-a,factor in child outcomes,,,,,'foster collaboration',17.0
12828014,Spouse's Influence on Parenting,is-a,aspect of parental gatekeeping,,,,,'social integration',22.0
12828014,Positive View of Spouse,is-a,aspect of parental gatekeeping,,,,,'social integration',22.0
12828014,Children's adaptive behavior,is-a,child outcome,,,,,park_access,12.0
12828014,Parent-child relationship,is-a,predictor of behavior problems,,,,,'employment programs',22.0
32940489,Single heterosexual mothers,is-a,type of family structure,,,,,'polluted air',19.0
32940489,Partnered heterosexual mothers,is-a,type of family structure,,,,,'polluted air',19.0
32940489,Donor-conceived child aged around 8-10 years,is-a,family member,,,,,park_access,11.0
32940489,Maternal mental health,is-a,factor in family wellbeing,,,,,'community violence',19.0
32940489,Quality of mother-child relationships,is-a,factor in family wellbeing,,,,,'community violence',19.0
32940489,Children's emotional and behavioral problems,is-a,aspect of child adjustment,,,,,'foster collaboration',19.0
32940489,Parenting stress,is-a,factor in children's adjustment difficulties,,,,,'access to working utilities',32.0
32940489,Children's prior adjustment difficulties,is-a,factor in children's adjustment difficulties in middle childhood,,,,,'criminal activities in neighborhood',41.0
32940489,Family structure,is-a,factor in children's adjustment,,,,,'foster collaboration',23.0
32940489,Quality of family relationships,is-a,factor in children's adjustment,,,,,'foster collaboration',23.0
12386908,Extreme dieting,is-a,weight control behavior,,,,,'foster collaboration',17.0
12386908,High parental supervision,is-a,familial factor,,,,,social_risk_factors,10.0
12386908,Sexual abuse history,is-a,risk factor,,,,,park_access,9.0
12386908,High parental expectations,is-a,protective factor,,,,,social_risk_factors,12.0
12386908,Maternal presence,is-a,protective factor,,,,,social_risk_factors,12.0
12386908,Family connectedness,is-a,protective factor,,,,,social_risk_factors,12.0
12386908,Positive family communication,is-a,protective factor,,,,,social_risk_factors,12.0
15566369,Maternal intrusiveness,is-a,parenting behavior,,,,,'polluted air',14.0
15566369,Maternal warmth,is-a,parenting behavior,,,,,'polluted air',14.0
15566369,Child negativity,is-a,child behavior,,,,,'polluted air',11.0
15566369,Child engagement,is-a,child behavior,,,,,'polluted air',11.0
15566369,Dyadic mutuality,is-a,relationship quality,,,,,'social opportunity',16.0
15566369,European American,is-a,ethnic group,,,,,park_access,12.0
15566369,African American,is-a,ethnic group,,,,,park_access,12.0
15566369,Mexican American,is-a,ethnic group,,,,,park_access,12.0
15566369,Low-income families,is-a,socio-economic group,,,,,'social integration',15.0
15566369,Mother-toddler relationship,is-a,family relationship,,,,,'mass incarceration',14.0
15566369,Negative change,is-a,behavioral change,,,,,park_access,14.0
15566369,Acculturation,is-a,cultural adaptation process,,,,,'social integration',20.0
29407290,Organ Donation,is-a,Medical Practice,,,,,park_access,13.0
29407290,Brain Death,is-a,Cause of Organ Donation,,,,,'foster collaboration',15.0
29407290,Cerebrovascular Accident,is-a,Cause of Brain Death,,,,,park_access,17.0
29407290,Trauma,is-a,Cause of Brain Death,,,,,park_access,17.0
29407290,Religious Beliefs,is-a,Cause of Family Refusal for Organ Donation,,,,,'access to public transportation',28.0
29407290,Brain Death Denial,is-a,Cause of Family Refusal for Organ Donation,,,,,'access to public transportation',28.0
29407290,Donor Wishes,is-a,Cause of Family Refusal for Organ Donation,,,,,'access to public transportation',28.0
29407290,Unstable Family Mood,is-a,Cause of Family Refusal for Organ Donation,,,,,'access to public transportation',28.0
29407290,Belief in Body Integrity,is-a,Cause of Family Refusal for Organ Donation,,,,,'access to public transportation',28.0
29407290,Expectation of a Miracle,is-a,Cause of Family Refusal for Organ Donation,,,,,'access to public transportation',28.0
7546521,Traumatic situation,is-a,life event,,,,,park_access,10.0
7546521,Family roles,is-a,social structure,0.6666666666666667,,'social integration',,social_risk_factors,9.0
7546521,Daily problems,is-a,life challenges,,,,,park_access,12.0
7546521,Concept of death,is-a,life concept,,,,,park_access,10.0
7546521,Understanding of death,is-a,societal knowledge,,,,,'social integration',14.0
7546521,Family-oriented support,is-a,coping mechanism,,,,,'polluted air',12.0
7546521,Emotional experiences,is-a,psychological phenomena,,,,,'social integration',17.0
25663037,coparenting,is-a,parenting behavior,,,,,'polluted air',14.0
25663037,competitive coparenting,is-a,coparenting,,,,,park_access,10.0
25663037,cooperative coparenting,is-a,coparenting,,,,,park_access,10.0
25663037,ADHD symptoms,is-a,psychological problems,,,,,'employment programs',15.0
25663037,ODD symptoms,is-a,psychological problems,,,,,'employment programs',15.0
25663037,affective disorder symptoms,is-a,psychological problems,,,,,'employment programs',15.0
25663037,somatic complaints,is-a,psychological problems,,,,,'employment programs',15.0
25663037,middle-class nonclinical families,is-a,family type,,,,,park_access,10.0
25663037,harsh parenting,is-a,parenting behavior,,,,,'polluted air',14.0
19808203,Adoption and Safe Families Act of 1997,is-a,Legislation,,,,,park_access,11.0
19808203,Parental mental illness/disability,is-a,Aggravated circumstance,,,,,'polluted air',17.0
19808203,Model ASFA statute,is-a,Legal model,,,,,park_access,11.0
19808203,Literature review,is-a,Research method,,,,,park_access,13.0
19808203,Review of ASFA state statutes,is-a,Research method,,,,,park_access,13.0
1599647,Organ transplantation,is-a,treatment method,,,,,park_access,14.0
1599647,Pediatric transplant recipients,is-a,patient group,,,,,park_access,11.0
1599647,Psychosocial stresses,is-a,post-transplant complication,,,,,community_composition,18.0
1599647,Role strain,is-a,type of family stress,,,,,park_access,16.0
1599647,Social isolation,is-a,type of family stress,,,,,park_access,16.0
1599647,Financial burdens,is-a,type of family stress,,,,,park_access,16.0
1599647,Immunosuppressive therapy,is-a,post-transplant treatment,,,,,'foster collaboration',16.0
1599647,Behavior problems,is-a,possible outcome of psychosocial stress,,,,,'rate of hate crimes in society',29.0
1599647,Depression,is-a,possible outcome of psychosocial stress,,,,,'rate of hate crimes in society',29.0
1599647,Poorer social adaptation,is-a,possible outcome of psychosocial stress,,,,,'rate of hate crimes in society',29.0
1599647,Noncompliance,is-a,possible outcome of psychosocial stress,,,,,'rate of hate crimes in society',29.0
1599647,Health professionals,is-a,providers of support and counseling,,,,,'social opportunity',24.0
1599647,Psychological support,is-a,method of promoting adaptation,,,,,'foster collaboration',22.0
1599647,Promoting adaptation,is-a,goal of post-transplant care,,,,,'social opportunity',21.0
10172509,Mothers of children with disabilities,is-a,Caregiver,,,,,park_access,8.0
10172509,Educational programs,is-a,Social action,0.6666666666666667,,'social integration',,'social integration',9.0
10172509,Parent support groups,is-a,Social action,0.6666666666666667,,'social integration',,'social integration',9.0
10172509,Educating professionals,is-a,Social action,0.6666666666666667,,'social integration',,'social integration',9.0
10172509,Serving on committees and boards,is-a,Social action,0.6666666666666667,,'social integration',,'social integration',9.0
10172509,Political activism,is-a,Social action,0.6666666666666667,,'social integration',,'social integration',9.0
10172509,Caregiving responsibilities,is-a,Mother's work,,,,,'polluted air',11.0
10172509,Social action,is-a,Mother's work,,,,,'polluted air',11.0
35761318,Fathers,is-a,Parent,,,,,park_access,7.0
35761318,Mothers,is-a,Parent,,,,,park_access,7.0
35761318,Primary caregivers,is-a,Parent,,,,,park_access,7.0
35761318,ECD Promoters,is-a,Facilitator,,,,,park_access,10.0
35761318,Faith leaders,is-a,Influencer,,,,,park_access,9.0
35761318,MTM program implementers,is-a,Facilitator,,,,,park_access,10.0
35761318,Government officials,is-a,Policy maker,,,,,'polluted air',10.0
35761318,Parenting empowerment program,is-a,Intervention,,,,,'polluted air',12.0
35761318,MTM program,is-a,Parenting empowerment program,,,,,'employment programs',16.0
35761318,Responsive care,is-a,Parenting method,,,,,park_access,12.0
35761318,Early learning,is-a,Child development aspect,,,,,'limited internet access',19.0
35761318,Security and safety,is-a,Child development aspect,,,,,'limited internet access',19.0
35761318,Gender-equal parenting attitudes,is-a,Parenting method,,,,,park_access,12.0
35761318,Gender-equal parenting practices,is-a,Parenting method,,,,,park_access,12.0
35761318,Policy formulation,is-a,Process,,,,,park_access,5.0
35761318,Implementation of policies,is-a,Process,,,,,park_access,5.0
12710111,Pediatric hospice,is-a,type of hospice care,,,,,'polluted air',16.0
12710111,Canuck Place children's hospice program,is-a,type of Pediatric hospice,,,,,community_composition,20.0
12710111,Evaluation project,is-a,type of research project,,,,,park_access,19.0
12710111,Participatory action research,is-a,type of research methodology,,,,,'poverty in neighborhood',22.0
34928360,Child with LTC,is-a,Family stressor,,,,,park_access,11.0
34928360,Substantial prematurity,is-a,LTC,,,,,park_access,10.0
34928360,Critical congenital heart disease,is-a,LTC,,,,,park_access,10.0
34928360,Cancer,is-a,LTC,,,,,park_access,10.0
34928360,Condition resulting in severe neurologic impairment,is-a,LTC,,,,,park_access,10.0
34928360,Health care encounters,is-a,Health outcome,,,,,park_access,12.0
34928360,Diagnoses,is-a,Health outcome,,,,,park_access,12.0
34928360,Medication prescriptions,is-a,Health outcome,,,,,park_access,12.0
30428052,Non-physical harm,is-a,type of harm,,,,,'polluted air',12.0
30428052,Emotional harm,is-a,type of non-physical harm,,,,,'community violence',21.0
30428052,Psychological harm,is-a,type of non-physical harm,,,,,'community violence',21.0
30428052,Socio-behavioral harm,is-a,type of non-physical harm,,,,,'community violence',21.0
30428052,Financial harm,is-a,type of non-physical harm,,,,,'community violence',21.0
30428052,Disrespect,is-a,cause of non-physical harm,,,,,community_composition,22.0
30428052,Healthcare professional behavior,is-a,factor in patient disrespect,,,,,'community violence',20.0
30428052,Organizational behavior,is-a,factor in patient disrespect,,,,,'community violence',20.0
29876914,Children with special needs,is-a,Patient,,,,,park_access,8.0
29876914,Paediatrician,is-a,Healthcare Professional,,,,,'mass incarceration',17.0
29876914,Nurse,is-a,Healthcare Professional,,,,,'mass incarceration',17.0
29876914,Social Worker,is-a,Healthcare Professional,,,,,'mass incarceration',17.0
29876914,Psychologist,is-a,Healthcare Professional,,,,,'mass incarceration',17.0
29876914,Specialist Physician,is-a,Healthcare Professional,,,,,'mass incarceration',17.0
29876914,Neuropaediatrician,is-a,Specialist Physician,,,,,'social integration',14.0
29876914,Neurological disease,is-a,Chronic Illness,,,,,park_access,10.0
29876914,Severe Disability,is-a,Health Condition,,,,,community_composition,13.0
29876914,High Dependence,is-a,Health Condition,,,,,community_composition,13.0
29876914,Institutional abuse,is-a,Social Issue,0.6666666666666667,,'social integration',,park_access,10.0
29876914,Medical bureaucracy,is-a,Institutional abuse,,,,,'polluted air',15.0
16234133,Alcohol problems,is-a,Substance misuse,,,,,park_access,11.0
16234133,Drug problems,is-a,Substance misuse,,,,,park_access,11.0
16234133,Family-focused interventions,is-a,Treatment for substance misuse,,,,,'community near landfills',23.0
16234133,Treatment entry promotion,is-a,Family-focused interventions,,,,,'social integration',17.0
16234133,Joint involvement in treatment,is-a,Family-focused interventions,,,,,'social integration',17.0
16234133,Interventions for family members,is-a,Family-focused interventions,,,,,'social integration',17.0
16234133,Pragmatic trials,is-a,Future research needs,,,,,park_access,16.0
16234133,Cost-effectiveness analyses,is-a,Future research needs,,,,,park_access,16.0
16234133,Treatment process exploration,is-a,Future research needs,,,,,park_access,16.0
16234133,Qualitative methods usage,is-a,Future research needs,,,,,park_access,16.0
16234133,Conceptual underpinnings definition,is-a,Future research needs,,,,,park_access,16.0
6723422,Adoptees,is-a,type of individual,,,,,'polluted air',15.0
6723422,Searchers,is-a,type of adoptee,,,,,'polluted air',13.0
6723422,Nonsearchers,is-a,type of adoptee,,,,,'polluted air',13.0
6723422,Reunions,is-a,type of event,,,,,park_access,11.0
6723422,Self-concept,is-a,psychological concept,,,,,park_access,16.0
6723422,Identity conflict,is-a,psychological concept,,,,,park_access,16.0
28584276,Overprotective upbringing,is-a,type of parental upbringing,,,,,'employment programs',21.0
28584276,Dehydroepiandrostendione concentration,is-a,physiological measure,,,,,'polluted air',16.0
28584276,Cortisol/DHEA-ratio,is-a,physiological measure,,,,,'polluted air',16.0
28584276,Mental burden,is-a,mental health indicator,,,,,'employment programs',18.0
28584276,Depressiveness,is-a,mental health indicator,,,,,'employment programs',18.0
28584276,Trauma- and stressor-related disorders,is-a,type of mental disorder,,,,,'polluted air',17.0
28584276,Limbic-hypothalamic-pituitary-adrenal axis activity,is-a,physiological process,,,,,park_access,15.0
28584276,Sense of coherence,is-a,psychological construct,,,,,'social opportunity',17.0
24646813,Adopted children,is-a,type of children,,,,,'polluted air',14.0
24646813,Biological children,is-a,type of children,,,,,'polluted air',14.0
24646813,Bone mineral density,is-a,health indicator,,,,,'polluted air',13.0
24646813,Calcium intake,is-a,lifestyle factor,,,,,social_risk_factors,12.0
24646813,Physical activity,is-a,lifestyle factor,,,,,social_risk_factors,12.0
24646813,Smoking,is-a,lifestyle factor,,,,,social_risk_factors,12.0
24646813,Nutritional intake,is-a,lifestyle factor,,,,,social_risk_factors,12.0
25730721,Childhood cancers,is-a,life-threatening diseases,,,,,'limited internet access',19.0
25730721,Pediatric psychologists,is-a,healthcare professionals,,,,,'employment programs',18.0
25730721,Procedural pain,is-a,symptom of cancer treatment,,,,,'mass incarceration',17.0
25730721,Nausea,is-a,symptom of cancer treatment,,,,,'mass incarceration',17.0
25730721,Neuropsychological effects,is-a,long-term impact of cancer treatment,,,,,'foster collaboration',25.0
25730721,Treatment-related late effects,is-a,long-term impact of cancer treatment,,,,,'foster collaboration',25.0
25730721,Quality of life,is-a,aspect of health and well-being,,,,,'social integration',23.0
25730721,Palliative care,is-a,type of healthcare,,,,,'polluted air',15.0
25730721,Bereavement,is-a,psychological impact of loss,,,,,social_risk_factors,19.0
25730721,Clinical research trials,is-a,method of healthcare improvement,,,,,'rate of hate crimes in society',23.0
25730721,Aggressive multimodal therapies,is-a,type of cancer treatment,,,,,'mass incarceration',16.0
25518696,Visible injuries,is-a,type of combat-related injury,,,,,'polluted air',21.0
25518696,Invisible injuries,is-a,type of combat-related injury,,,,,'polluted air',21.0
25518696,Traumatic brain injury,is-a,type of invisible injury,,,,,'community violence',19.0
25518696,Combat-related stress disorders,is-a,type of invisible injury,,,,,'community violence',19.0
25518696,Military family,is-a,type of family,,,,,'polluted air',13.0
25518696,Injured service member,is-a,type of military personnel,,,,,'community violence',18.0
25518696,Military community,is-a,type of community,,,,,'social opportunity',13.0
25518696,Family-focused care,is-a,type of healthcare,,,,,'polluted air',15.0
25518696,Resilience,is-a,type of psychological trait,,,,,'polluted air',22.0
25518696,Positive adaptation,is-a,type of psychological trait,,,,,'polluted air',22.0
17340554,AIDS,is-a,disease,,,,,park_access,9.0
17340554,HIV,is-a,virus,,,,,park_access,9.0
17340554,Intravenous drug users,is-a,risk group for HIV,,,,,'polluted air',16.0
17340554,Primary caregiver,is-a,family role,,,,,park_access,10.0
17340554,Social workers,is-a,profession,,,,,park_access,9.0
17340554,Hospitalization,is-a,health-related event,,,,,'polluted air',14.0
17340554,Stress,is-a,health-related problem,,,,,'polluted air',16.0
17340554,Communication,is-a,interpersonal process,,,,,park_access,14.0
17340554,Coping ability,is-a,psychological resource,,,,,social_risk_factors,16.0
17340554,Fear,is-a,emotion,,,,,'polluted air',11.0
17340554,Prejudice,is-a,societal issue,,,,,park_access,11.0
17340554,Stigmatization,is-a,social consequence of disease,,,,,social_risk_factors,19.0
17340554,Family stress management,is-a,coping strategy,,,,,park_access,13.0
31997338,Bariatric surgery,is-a,treatment option for obesity,,,,,'employment programs',21.0
31997338,Family member advice,is-a,influence in decision-making process for bariatric surgery,,,,,'perceived discrimination from society',41.0
31997338,Role modeling,is-a,factor in decision-making process for bariatric surgery,,,,,'racism and violence in society',41.0
31997338,Quality of life with children,is-a,factor in decision-making process for bariatric surgery,,,,,'racism and violence in society',41.0
31997338,Family and marital factors,is-a,influence in decision-making process for bariatric surgery,,,,,'perceived discrimination from society',41.0
31997338,Acquaintances' success with bariatric surgery,is-a,influence in decision-making process for bariatric surgery,,,,,'perceived discrimination from society',41.0
16575151,Abkhazia,is-a,Place,,,,,park_access,7.0
16575151,Children,is-a,Age Group,,,,,park_access,10.0
16575151,Psycho-somatic stress,is-a,Health Condition,,,,,community_composition,13.0
16575151,Prolonged socio-economical infringement,is-a,Social Condition,0.6666666666666667,,'social integration',,'social integration',9.0
16575151,Pubertal development,is-a,Biological Process,,,,,park_access,13.0
16575151,Delayed puberty,is-a,Health Condition,,,,,community_composition,13.0
16575151,Accelerated puberty,is-a,Health Condition,,,,,community_composition,13.0
6731066,Jerusalem high school students,is-a,Adolescents,,,,,park_access,8.0
6731066,Fatherless adolescents,is-a,Adolescents,,,,,park_access,8.0
6731066,Girls from two-parent families,is-a,Adolescents,,,,,park_access,8.0
6731066,Boys from two-parent families,is-a,Adolescents,,,,,park_access,8.0
6731066,Fatherless adolescent girls,is-a,Fatherless adolescents,,,,,'community violence',16.0
6731066,Fatherless adolescent boys,is-a,Fatherless adolescents,,,,,'community violence',16.0
3611524,Parental conflict,is-a,family adversity,,,,,park_access,12.0
3611524,Maternal depression,is-a,family adversity,,,,,park_access,12.0
3611524,Lower-class families,is-a,socio-economic group,,,,,'social integration',15.0
3611524,Parental acrimony,is-a,family adversity,,,,,park_access,12.0
3611524,Parental discord,is-a,family adversity,,,,,park_access,12.0
3611524,Family income,is-a,socio-economic factor,,,,,social_risk_factors,12.0
3611524,Length of time since parental separation,is-a,temporal family factor,,,,,social_risk_factors,14.0
8464934,Alcohol-abusing persons,is-a,patient,,,,,park_access,8.0
8464934,Physicians,is-a,healthcare provider,,,,,'employment programs',15.0
8464934,Alcohol abuse problems,is-a,family dysfunction,,,,,community_composition,14.0
8464934,Family dysfunction,is-a,disease,,,,,park_access,9.0
8464934,Alcohol use problems,is-a,health issue,,,,,park_access,11.0
8464934,Treatment,is-a,solution,,,,,'polluted air',9.0
29221482,Survivors of sexual violence,is-a,Vulnerable population,,,,,'foster collaboration',15.0
29221482,Rejection,is-a,Negative social outcome,,,,,'foster collaboration',17.0
29221482,Ostracisation,is-a,Negative social outcome,,,,,'foster collaboration',17.0
29221482,Fear of sexually transmitted infections,is-a,Health concern,,,,,park_access,10.0
29221482,Social stigma,is-a,Negative social outcome,,,,,'foster collaboration',17.0
29221482,Economic burden of medical treatment,is-a,Financial strain,,,,,'social integration',12.0
29221482,Pressure from people of importance in the community,is-a,Social influence,0.6666666666666667,,'social integration',,'social integration',11.0
23088821,Rural areas,is-a,type of living area,,,,,'polluted air',14.0
23088821,Mental health problems,is-a,type of health problem,,,,,'employment programs',16.0
23088821,Mental health providers,is-a,type of health provider,,,,,'employment programs',17.0
23088821,Stigma,is-a,social barrier,0.6666666666666667,,'social integration',,'social integration',11.0
23088821,Limited resources,is-a,community issue,0.6666666666666667,,'community violence',,'community violence',8.0
23088821,Patients,is-a,type of health care recipient,,,,,'rate of hate crimes in society',20.0
23088821,Family members,is-a,type of health care recipient,,,,,'rate of hate crimes in society',20.0
23088821,Mental illness,is-a,type of illness,,,,,park_access,11.0
23088821,Rural communities,is-a,type of community,,,,,'social opportunity',13.0
23088821,Qualitative analysis,is-a,type of research method,,,,,park_access,18.0
23088821,Mental health and treatment issues,is-a,type of health issue,,,,,park_access,16.0
23088821,Practical challenges,is-a,type of barrier,,,,,'polluted air',13.0
23088821,Mental health resources,is-a,type of health resource,,,,,'exposure to violence',18.0
23088821,Inadequate solutions,is-a,type of problem solution,,,,,'foster collaboration',17.0
23088821,Alternative solutions,is-a,type of problem solution,,,,,'foster collaboration',17.0
