PMID,Child Concept,Relationship,Parent Concept
37586944,Repurposing of medications,is-a,Supply chain management strategy
37586944,Pharmaceutical waste mitigation,is-a,Social responsibility
37586944,Collaborations between institutions and schools of pharmacy,is-a,Strategy for reducing pharmaceutical waste
30233917,Household health,is-a,aspect of health
30233917,Economic instability,is-a,aspect of household challenges
30233917,Food insecurity,is-a,aspect of household challenges
30233917,Focus groups,is-a,research method
30233917,Urban food pantry,is-a,community resource
30233917,Economic scarcity,is-a,determinant of health
30233917,Individual health,is-a,determinant of household health
30233917,Food sharing behavior,is-a,social practice
30233917,Multi-generational families,is-a,family structure
30233917,Non-kin individuals,is-a,social network member
30233917,Household-level assessments,is-a,method of evaluating food insecurity
30233917,Individual-level health reports,is-a,method of evaluating health
30233917,Social and family context,is-a,factor in understanding health and food insecurity
33235669,USA,is-a,Country
33235669,COVID-19 pandemic,is-a,Health crisis
33235669,George Floyd protests,is-a,Social movement
33235669,Polarization,is-a,Social phenomenon
33235669,Quarantine,is-a,Health measure
33235669,Police brutality,is-a,Law enforcement issue
33235669,Social media,is-a,Communication platform
33235669,Sir William Osler,is-a,Physician
33235669,Dr. Mark Webb,is-a,Physician
33235669,Social disparities,is-a,Social issue
33235669,Unemployment,is-a,Economic issue
33235669,Protests,is-a,Public response
16060961,Globalization,is-a,factor affecting human life
16060961,HIV/AIDS,is-a,global health challenge
16060961,International funds,is-a,solution to global health challenges
16060961,Poverty,is-a,factor exacerbating the HIV/AIDS epidemic
16060961,Disease,is-a,factor exacerbating the HIV/AIDS epidemic
16060961,Famine,is-a,factor exacerbating the HIV/AIDS epidemic
16060961,Political instability,is-a,factor exacerbating the HIV/AIDS epidemic
16060961,Economic instability,is-a,factor exacerbating the HIV/AIDS epidemic
16060961,Weak health infrastructure,is-a,factor exacerbating the HIV/AIDS epidemic
16060961,Health system strengthening,is-a,solution to the HIV/AIDS epidemic
16060961,Social factors,is-a,determinant of HIV transmission
16060961,Environmental factors,is-a,determinant of HIV transmission
16060961,Sexual behaviour,is-a,determinant of HIV transmission
16060961,Human rights issues,is-a,determinant of HIV transmission
27134512,Black women,is-a,demographic group
27134512,Hispanic women,is-a,demographic group
27134512,White women,is-a,demographic group
27134512,Unskilled black men,is-a,demographic group
27134512,Marriage patterns,is-a,societal factor
27134512,Marital instability,is-a,societal factor
27134512,Marriage formation,is-a,societal factor
27134512,Economic disadvantage,is-a,economic factor
27134512,Declining employment prospects,is-a,economic factor
27134512,Rising incarceration rates,is-a,societal factor
27134512,Education level,is-a,societal factor
27134512,Socioeconomic standing,is-a,societal factor
27134512,Family arrangements,is-a,societal factor
27134512,Economic contributions to the household,is-a,economic factor
29326756,Family Options Study,is-a,Research Study
29326756,Homeless service system,is-a,Social Service
29326756,Transitional housing programs,is-a,Homelessness Intervention
29326756,Short-term rental subsidies,is-a,Homelessness Intervention
29326756,Long-term rental subsidies,is-a,Homelessness Intervention
29326756,Housing and service interventions,is-a,Homelessness Intervention
29326756,Families experiencing homelessness,is-a,Social Group
29326756,Housing and employment barriers,is-a,Social Issue
25859797,Zimbabwe,is-a,country
25859797,HIV prevalence,is-a,health indicator
25859797,Migration,is-a,social factor
25859797,Mortality,is-a,health outcome
25859797,Individual behaviour change,is-a,health determinant
25859797,Economic patterns,is-a,economic factor
25859797,HIV/AIDS response,is-a,health intervention
25859797,Social conditions,is-a,social determinant
25859797,Political conditions,is-a,political determinant
25859797,Economic conditions,is-a,economic determinant
25859797,Deliberate interventions,is-a,health strategies
25859797,Qualitative research,is-a,research method
25859797,Epidemiological data,is-a,health data
25859797,Everyday lives,is-a,social context
25859797,Individuals affected by HIV,is-a,population group
35379518,Social determinants of health,is-a,influence on chronic diseases
35379518,Neighborhood and Built Environment,is-a,subcategory of Social Determinants of Health
35379518,Education,is-a,subcategory of Social Determinants of Health
35379518,Economic Stability,is-a,subcategory of Social Determinants of Health
35379518,Social and Community Context,is-a,subcategory of Social Determinants of Health
35379518,Health and Health Care,is-a,subcategory of Social Determinants of Health
35379518,National Heart,Lung,"and Blood Institute's Fiscal Year 2008-2020 funding, is-a, part of Social Determinants of Health research"
35379518,Social Determinants of Health Research,Condition,"and Disease Categorization code, is-a, tool for identifying funded grants"
35379518,Natural language processing methods,is-a,tool for categorizing grants into Social Determinants of Health subcategories
35379518,Cardiovascular diseases,is-a,category of health affected by social determinants
35379518,Lung diseases,is-a,category of health affected by social determinants
32772539,COVID-19,is-a,global crisis
32772539,Leadership response,is-a,factor in crisis management
32772539,Sensemaking approach,is-a,tool for decision making
32772539,Charismatic,ideological,"pragmatic leadership model, is-a, sensemaking-focused theory of leadership"
37329902,Social determinants of health,is-a,"factor in, eye care utilization"
37329902,Economic stability,is-a,"domain of, social determinants of health"
37329902,Neighborhood and physical environment,is-a,"domain of, social determinants of health"
37329902,Social cohesion,is-a,"domain of, social determinants of health"
37329902,Community and social context,is-a,"domain of, social determinants of health"
37329902,Food environment,is-a,"domain of, social determinants of health"
37329902,Education,is-a,"domain of, social determinants of health"
37329902,Health care system,is-a,"domain of, social determinants of health"
37329902,Eye care utilization,is-a,"outcome measure of, health care system"
37329902,Adverse SDoH burden,is-a,"determinant of, eye care utilization"
35495772,'Revolving doors' phenomenon,is-a,Political practice
35495772,State-corporate crime,is-a,Type of crime
35495772,Economic instability,is-a,Social determinant of health
35495772,Climate inaction,is-a,Environmental determinant of health
29279047,Financial risk,is-a,aspect of financial capability
29279047,Financial planning,is-a,aspect of financial capability
29279047,Financial saving,is-a,aspect of financial capability
29279047,Economic well-being,is-a,factor in reducing re-trafficking
29279047,Economic well-being,is-a,factor in providing stability for survivors
29279047,Secondary school education,is-a,factor in higher financial risk
29279047,Marriage,is-a,factor in more financial saving
29279047,Having children,is-a,factor in lower financial saving
29279047,Time spent in trafficking conditions,is-a,negative factor in financial saving
29279047,Economic development opportunities,is-a,focus for programs assisting trafficking survivors
12283640,Poverty,is-a,social determinant of health
12283640,Education,is-a,social determinant of health
12283640,Housing,is-a,social determinant of health
12283640,Employment,is-a,social determinant of health
12283640,Access to healthcare,is-a,social determinant of health
15960239,HIV epidemic,is-a,health issue
15960239,AIDS,is-a,disease
15960239,Antenatal care surveillance systems,is-a,data source
15960239,South Africa,is-a,African country
15960239,Sex workers,is-a,subpopulation
15960239,Children,is-a,subpopulation
15960239,Genotype evolution,is-a,biological process
15960239,Poverty,is-a,social determinant of health
15960239,Lack of technologies,is-a,social determinant of health
15960239,Inadequate resources,is-a,social determinant of health
15960239,Social instability,is-a,social determinant of health
15960239,Economic instability,is-a,social determinant of health
31102932,Family structure,is-a,socio-economic characteristic
31102932,Childhood experiences,is-a,determinant of health
31102932,Family stress,is-a,determinant of health
31102932,Overweight/obesity,is-a,physical health outcome
31102932,Respiratory health,is-a,physical health outcome
31102932,Accidental injury,is-a,physical health outcome
31102932,UK Millennium Cohort Study,is-a,nationally representative cohort study
31102932,Family structure trajectories,is-a,determinant of child health
31102932,Graphical Chain Models,is-a,method for mapping processes
34911539,WHO,is-a,Health Organization
34911539,Financial Support,is-a,Requirement for WHO
34911539,Member States,is-a,Contributor to WHO
34911539,Earmarked Voluntary Contributions,is-a,Source of WHO funding
34911539,Powerful Donors,is-a,Influence on WHO priorities
36284819,Post-Polio Syndrome,is-a,sequela of poliovirus infection
36284819,Post-Polio Syndrome,is-a,cause of weakness in previously infected polio patients
36284819,Electromyography,is-a,method for evaluating Post-Polio Syndrome
36284819,Nerve conduction studies,is-a,method for evaluating Post-Polio Syndrome
36284819,Vaccinations,is-a,prevention method for poliovirus infection
36284819,Aerobic exercise,is-a,treatment regimen for Post-Polio Syndrome
36284819,Tricyclic antidepressants,is-a,treatment regimen for Post-Polio Syndrome
36284819,Dopamine agonists,is-a,treatment regimen for Post-Polio Syndrome
31242086,Black cancer survivors,is-a,cancer survivors
31242086,Non-Hispanic White survivors,is-a,cancer survivors
31242086,Economic stability,is-a,social determinants of health
31242086,Education,is-a,social determinants of health
31242086,Access to health care,is-a,social determinants of health
31242086,Physical activity,is-a,health outcome
31242086,Quality of life,is-a,health outcome
31242086,2016 Behavioral Risk Factor Surveillance System,is-a,cross-sectional analysis
31242086,Physical activity after cancer diagnosis,is-a,outcome variable
31242086,SDH and race,is-a,predictor variables
31242086,Multivariable logistic regressions,is-a,statistical method
31242086,Low economic stability,is-a,economic condition
31242086,Low access to health care,is-a,health care condition
31242086,Low health literacy,is-a,educational condition
31242086,Physical activity behaviors,is-a,lifestyle factor
31242086,Health-care access,is-a,social determinant of health
31904274,Cantor and Land model,is-a,criminological research model
31904274,Unemployment,is-a,economic measure
31904274,Crime,is-a,social issue
31904274,Economic performance,is-a,factor influencing crime
31904274,Policy,is-a,response to unemployment and crime model
31789121,Interventions,is-a,Treatment
31789121,Musculoskeletal Impairments,is-a,Health Condition
31789121,Economic Stability,is-a,Social Determinant of Health
31789121,Education,is-a,Social Determinant of Health
31789121,Health and Health Care,is-a,Social Determinant of Health
31789121,Neighborhood and Built Environment,is-a,Social Determinant of Health
31789121,Social and Community Context,is-a,Social Determinant of Health
36122960,Academy of Nutrition and Dietetics,is-a,Nutrition Organisation
36122960,Food and Nutrition Security,is-a,Health Goal
36122960,Food Insecurity,is-a,Social Determinant of Health
36122960,Nutrition Education,is-a,Intervention Strategy
36122960,Economic Stability,is-a,Social Determinant of Health
36122960,Registered Dietitian Nutritionists,is-a,Health Professionals
36122960,Nutrition and Dietetics Technicians,is-a,Health Professionals
36122960,Food and Nutrition Assistance Programs,is-a,Social Services
36122960,Nutrition Security,is-a,Health Outcome
36122960,Chronic Disease,is-a,Health Outcome
36122960,Poor Psychological and Cognitive Functioning,is-a,Health Outcome
36122960,Substandard Academic Achievement,is-a,Educational Outcome
36122960,Inadequate Intake of Key Nutrients,is-a,Nutritional Outcome
27821303,Children,is-a,Vulnerable group during economic crises
27821303,Great Recession of 2007-2009,is-a,Economic crisis
27821303,Social safety net,is-a,Buffer against economic disadvantage effects
27821303,Health environments,is-a,Affected area during economic crises
27821303,Health safety net,is-a,Government assistance
27821303,Special Supplemental Nutrition Program for Women,Infants and Children (WIC),"is-a, Social safety net"
27821303,WIC enrollment,is-a,Indicator of economic need
27821303,Eligible children,is-a,Beneficiaries of WIC
27821303,Poorer and less-educated mothers,is-a,Group with higher WIC enrollment
27821303,Hispanic children,is-a,Group with higher WIC enrollment
27821303,Children in families with foreign-born mothers,is-a,Group with higher WIC enrollment
35040056,Economic policy uncertainty,is-a,Macroeconomic factor
35040056,Renewable energy,is-a,Energy source
35040056,G7 countries,is-a,Economic group
35040056,Germany,is-a,G7 country
35040056,Italy,is-a,G7 country
35040056,Japan,is-a,G7 country
35040056,UK,is-a,G7 country
35040056,USA,is-a,G7 country
35040056,Government,is-a,Policy maker
35040056,Stakeholders,is-a,Participants in policy making
35040056,Economic stability,is-a,Requirement for sustainable development of renewable energy
35040056,Economic policies,is-a,Tool for achieving economic stability
35223758,Azhe'é Bidziil,is-a,culturally grounded health promotion program
35223758,Azhe'é Bidziil,is-a,intervention for Native fathers
35223758,Economic stability,is-a,goal of Azhe'é Bidziil
35223758,Positive parenting,is-a,goal of Azhe'é Bidziil
35223758,Healthy relationships,is-a,goal of Azhe'é Bidziil
35223758,Father involvement,is-a,outcome for Azhe'é Bidziil
35223758,Quality of (co-) parenting communication,is-a,outcome for Azhe'é Bidziil
35223758,Fathers' engagement and communication with their children,is-a,outcome for Azhe'é Bidziil
35223758,Cultural connectedness,is-a,protective factor
35223758,Educational/career aspirations,is-a,protective factor
35223758,Economic empowerment and stability,is-a,outcome for Azhe'é Bidziil
29455743,Redistributive preference,is-a,economic factor
29455743,Class voting,is-a,political factor
29455743,Level of patience,is-a,personal characteristic
29455743,Upward mobility,is-a,economic factor
29455743,Risk perception,is-a,psychological factor
32712651,Persons living with HIV/AIDS,is-a,Vulnerable group to housing instability
32712651,Stigma,is-a,Reason for change in housing
32712651,Discrimination,is-a,Reason for change in housing
32712651,Economic insecurity,is-a,Reason for change in housing
32712651,Inadequate homes,is-a,Type of housing for PLWHAs
32712651,Sub-Saharan Africa,is-a,Region with majority of PLWHAs
32712651,Housing instability,is-a,Issue faced by PLWHAs
32712651,Eviction,is-a,Reason for change in housing
32712651,Inability to afford rent,is-a,Reason for change in housing
32712651,Quest to hide HIV status,is-a,Reason for change in housing
32712651,Death of a cohabiting partner,is-a,Reason for change in housing
32712651,Policy makers,is-a,Entity that should pay attention to PLWHAs' housing conditions
10180676,China,is-a,Transitional economy
10180676,Russia,is-a,Transitional economy
10180676,Physical environment,is-a,Socioeconomic determinant of health
10180676,Social environment,is-a,Socioeconomic determinant of health
10180676,Health care,is-a,Socioeconomic determinant of health
10180676,Mental health problems,is-a,Health issue
10180676,Social health problems,is-a,Health issue
10180676,Suicides,is-a,Mental health problem
10180676,Alcohol poisoning,is-a,Social health problem
10180676,Marketization,is-a,Economic reform
10180676,Public health services,is-a,Health care sector
21731630,Indicator,is-a,Tool for regional development
21731630,Indicator,is-a,Tool for political reform
21731630,'Guilt by association' principle,is-a,Method for creating indicators
21731630,Wikipedia information network,is-a,Source for creating indicators
21731630,Degree of dispute on country pages,is-a,Indicator of governance
21731630,Degree of dispute on country pages,is-a,Indicator of political stability
21731630,Degree of dispute on country pages,is-a,Indicator of economic stability
25288596,Economic instability,is-a,social determinant of health
25288596,Sexual violence,is-a,social determinant of health
25288596,Asset poverty,is-a,social determinant of health
25288596,Post-assault resources,is-a,social determinant of health
25288596,Social resources,is-a,social determinant of health
25288596,Financial resources,is-a,social determinant of health
37309113,Korean Longitudinal Study of Aging,is-a,Longitudinal Study
37309113,Chi-square test,is-a,Statistical Analysis Method
37309113,Log-rank test,is-a,Statistical Analysis Method
37309113,Cox proportional hazard regression,is-a,Statistical Analysis Method
37309113,Group-based trajectory model,is-a,Statistical Analysis Method
37309113,All-cause mortality,is-a,Health Outcome
37309113,Employment status,is-a,Social Determinant of Health
37309113,White collar,is-a,Employment Type
37309113,Blue collar,is-a,Employment Type
37309113,Self-employed,is-a,Employment Type
37309113,Job loss,is-a,Employment Status
35998765,Unintentional overdose,is-a,type of drug overdose
35998765,Self-inflicted overdose,is-a,type of drug overdose
35998765,Economic stability,is-a,social determinant of health
35998765,Social/community context,is-a,social determinant of health
35998765,Health care access/quality,is-a,social determinant of health
35998765,Education access/quality,is-a,social determinant of health
35998765,Neighborhood/built environment,is-a,social determinant of health
35998765,Fentanyl,is-a,type of illicit drug
35998765,Cocaine,is-a,type of illicit drug
35998765,Heroin,is-a,type of illicit drug
35998765,Oxycodone,is-a,type of prescription opioid
35998765,Hydrocodone,is-a,type of prescription opioid
35998765,Antidepressants,is-a,type of prescription drug
35998765,Overdose prevention,is-a,type of health intervention
30951641,HPV vaccine uptake,is-a,health care factor
30951641,Economic stability,is-a,social determinant of health
30951641,Education,is-a,social determinant of health
30951641,Social and community context,is-a,social determinant of health
30951641,Health and health care,is-a,social determinant of health
30951641,Neighborhood and built environment,is-a,social determinant of health
35001396,Fatherhood programs,is-a,type of intervention
35001396,FACT,is-a,Fatherhood program
35001396,Rubicon Programs,is-a,Community-based nonprofit organization
35001396,Economic stability workshops,is-a,type of support service
35001396,Responsible parenting workshops,is-a,type of support service
35001396,Healthy relationship workshops,is-a,type of support service
35001396,Intensive case management,is-a,type of support service
35001396,Department of Child Support Services,is-a,data source
35001396,Coarsened exact matching procedures,is-a,statistical method
35001396,Logistic regression models,is-a,statistical method
33560755,Housing insecurity,is-a,social determinant of health
33560755,Economic stability,is-a,social determinant of health
33560755,Neighborhood/physical environments,is-a,social determinant of health
33560755,Maternal and neonatal outcomes,is-a,health care system impact
33560755,Advanced practice registered nurse-led prenatal education group,is-a,educational program
33560755,March of Dimes Becoming a Mom,is-a,curriculum base
33560755,Maslow's Hierarchy of Needs,is-a,curriculum base
33560755,10-week prenatal education program,is-a,support resource
20693740,Microfinance,is-a,Economic Intervention
20693740,HIV/AIDS,is-a,Health Issue
20693740,PLWHA,is-a,Population Group
20693740,Loan Default Risk,is-a,Economic Challenge
20693740,Economic Stability,is-a,Economic Indicator
20693740,Successful Repayment Rates,is-a,Microfinance Outcome
20693740,Primary Prevention Tool,is-a,Health Intervention
20693740,Impact Studies,is-a,Research Method
20693740,Access Limitations,is-a,Barrier to Microfinance
20693740,Clinical Studies,is-a,Research Method
32406047,Latinx youth,is-a,population group
32406047,Social determinants of health,is-a,determinant of Latinx youth health outcomes
32406047,Economic stability,is-a,social determinant of health
32406047,Education,is-a,social determinant of health
32406047,Neighborhood and built environment,is-a,social determinant of health
32406047,Social and community context,is-a,social determinant of health
32406047,Health care access,is-a,social determinant of health
32406047,Adolescent health status,is-a,health outcome
32406047,Emotional well-being,is-a,health outcome
32406047,Structural equation modeling,is-a,statistical method
32406047,Fragile Families and Child Wellbeing Study,is-a,data source
32406047,Latinx mothers,is-a,population group
32406047,15-year-old youth of Latina mothers,is-a,study population
32406047,Social work practice and policy,is-a,field of application for research findings
32406047,Longitudinal impact of SDOH,is-a,future research topic
32406047,Latinx youth by nativity,is-a,future research topic
32900525,Global lockdown measures,is-a,"consequence of, COVID-19 pandemic"
32900525,Negative consequences for patients with multiple sclerosis,is-a,"effect of, Global lockdown measures"
32900525,Social and professional effects,is-a,"aspect of, confinement"
32900525,Socio-economic situation,is-a,"aspect of, confinement effects"
32900525,Use of social networks,is-a,"coping mechanism, during confinement"
32900525,Family support,is-a,"coping mechanism, during confinement"
32900525,Economic stability,is-a,"aspect of, Spanish patients' response to confinement"
32900525,Social support,is-a,"factor in, Spanish patients' economic stability"
27902562,MAPP,is-a,model for conducting CHA/CHIP
27902562,Healthy Chicago 2.0,is-a,CHA/CHIP conducted by Chicago Department of Public Health and the Partnership for Healthy Chicago
27902562,Community Themes and Strengths Assessment,is-a,part of the MAPP assessments
27902562,Qualitative research,is-a,method used in Community Themes and Strengths Assessment
27902562,Focus groups and oral histories,are-a,part of the qualitative component of the study
27902562,Community-based organizations,are-a,settings in which the study took place
27902562,Residents' perceptions of community needs and assets,is-a,main outcome measure of the study
27902562,Systemic and institutional discrimination,is-a,root cause of community health inequities
27902562,Qualitative inquiry,is-a,method for understanding residents' perceptions of health inequities
27902562,Engaging qualitative academic researchers in CTSA,is-a,strategy for enriching the CHA and preparing future public health practitioners
23985105,Sex work,is-a,earning strategy
23985105,HIV risk reduction program,is-a,intervention
23985105,Savings-led microfinance intervention,is-a,intervention
23985105,Economic support programming,is-a,intervention
23985105,Randomized controlled trial,is-a,research method
23985105,Computer-based,interviewer-administered baseline assessment,"is-a, research method"
23985105,Financial instability,is-a,risk factor for HIV and STIs
23985105,Low reported savings,is-a,financial instability
23985105,Presence of debt,is-a,financial instability
23985105,High levels of harmful alcohol use,is-a,risk factor for HIV and STIs
23985105,Sex without a condom,is-a,risk factor for HIV and STIs
23985105,Women engaged in sex work in Mongolia,is-a,study population
34822729,Marital status,is-a,socio-economic factor
34822729,Place of residence,is-a,socio-economic factor
34822729,Birth body size (BBS),is-a,health outcome
34822729,Mother's marital status (MMS),is-a,determinant of BBS
34822729,Mother's place of residence (MPR),is-a,determinant of BBS
34822729,Economic factors,is-a,determinant of marital status
34822729,Social factors,is-a,determinant of marital status
34822729,Psychosocial stress,is-a,determinant of marital status
34822729,Social (in)stability,is-a,determinant of marital status
34822729,Socio-economic differences,is-a,determinant of place of residence
34822729,Marginal economic conditions,is-a,determinant of maternal health
34822729,Health conditions,is-a,determinant of maternal health
34822729,Nutritional conditions,is-a,determinant of maternal health
33239833,Inductive approach,is-a,method for interrogating survey data
33239833,Simulation model approach,is-a,method for interrogating survey data
33239833,W. M. Sumner,is-a,researcher
33239833,R. E. Dewar,is-a,researcher
33239833,Contemporaneity problem,is-a,issue in archaeological surveys
33239833,Settlement location variation,is-a,factor in understanding population density
34583197,Youth sex trading,is-a,high-risk behavior
34583197,High school students,is-a,youth population
34583197,Substance use,is-a,high-risk behavior
34583197,Cutting class,is-a,delinquent behavior
34583197,Out-of-school suspensions,is-a,disciplinary action
34583197,Gang involvement,is-a,high-risk behavior
34583197,Dating violence,is-a,form of abuse
34583197,Foster care involvement,is-a,child welfare service
34583197,LGBTQ+ identification,is-a,marginalized identity
34583197,Sex trading prevention,is-a,intervention method
34583197,Sex trading assessments,is-a,intervention method
34583197,Sex trading intervention,is-a,intervention method
25554375,Firearm-related hospitalizations,is-a,burden to health care infrastructure
25554375,Major national economic perturbations,is-a,factor affecting firearm-related hospitalizations
25554375,Mental health disorders,is-a,prevalent condition among individuals admitted with firearm-related injuries
25554375,Length of stay and hospitalization costs,is-a,additional burden on existing health care resources
20964130,Fragile Families,is-a,Unmarried Couples with Children
20964130,Fragile Families,is-a,Families with Low Economic Resources
20964130,Fragile Families,is-a,Families with High Levels of Instability
20964130,Fragile Families,is-a,Families with High Levels of Complexity
20964130,Nonresident Fathers,is-a,Parents in Fragile Families
20964130,Single Motherhood,is-a,Family Structure in Fragile Families
20964130,Children from Previous Unions,is-a,Members of Fragile Families
20964130,Fragile Families,is-a,Subject of Social and Economic Experiments
20964130,Fragile Families and Child Wellbeing Study,is-a,Research on Fragile Families
20964130,Parental Relationships,is-a,Aspect of Fragile Families
35447909,Fucoxanthin,is-a,marine carotenoid
35447909,Fucoxanthin,has-property,multiple bioactivities
35447909,Fucoxanthin,has-limitation,instability
35447909,Fucoxanthin,has-limitation,poor bioavailability
35447909,Solid lipid nanoparticle-microcapsule delivery system,is-used-for,improving stability and bioavailability of Fucoxanthin
35447909,Solid lipid nanoparticle-microcapsule delivery system,is-made-of,palm stearin and cholesterol wrapped with gelatin/Arabic gum
35447909,FX-MCs,has-property,high encapsulated efficiency and drug loading capacity
35447909,FX-MCs,has-property,average particle size
33519152,Study,is-a,Community engagement
33519152,Social determinant of health,is-a,Barrier to early detection and treatment of cancer
33519152,Economic stability,is-a,Social determinant of health
33519152,Education,is-a,Social determinant of health
33519152,Community and social context,is-a,Social determinant of health
33519152,Lost wages/employment,is-a,Economic stability issue
33519152,Low health literacy,is-a,Education issue
33519152,Stigma,bias,"and discrimination, is-a, Community and social context issue"
33519152,Nominal group technique,is-a,Research method
33519152,Cancer center,is-a,Health care system
23618065,Canadian Marginalization Index,is-a,Measure of socio-economic status
23618065,Residential instability,is-a,Dimension of marginalization
23618065,Material deprivation,is-a,Dimension of marginalization
23618065,Dependency,is-a,Dimension of marginalization
23618065,Ethnic concentration,is-a,Dimension of marginalization
23618065,Dissemination area,is-a,Geographic area
23618065,Census tract,is-a,Geographic area
23618065,Factor analysis,is-a,Statistical method
23618065,Multilevel logistic regression modeling,is-a,Statistical method
23618065,Health problems,is-a,Outcome associated with marginalization
23618065,Behavioural problems,is-a,Outcome associated with marginalization
33209929,Resistance economy,is-a,policy
33209929,Health care,is-a,field of Isfahan University of Medical Sciences
33209929,Thematic bases,is-a,part of resistance economy
33209929,Economic growth,is-a,thematic base of resistance economy
33209929,Economic justice,is-a,thematic base of resistance economy
33209929,Economic flexibility,is-a,thematic base of resistance economy
33209929,Economic stability,is-a,thematic base of resistance economy
33209929,Economic influence,is-a,thematic base of resistance economy
33209929,Economic health,is-a,thematic base of resistance economy
33209929,Qualitative study,is-a,method of research
29346662,Health inequalities,is-a,Social determinant of health
29346662,Socioeconomic determinants,is-a,Social determinant of health
29346662,Income inequality,is-a,Social determinant of health
29346662,Economic changes,is-a,Social determinant of health
29346662,Health limitations,is-a,Health outcome
29346662,Economic instability,is-a,Social determinant of health
29346662,Emigration rates,is-a,Social determinant of health
7079797,Cardiovascular disease mortality rates,is-a,Health outcome
7079797,Physiological and behavioral risk factors,is-a,Determinants of health
7079797,Lifestyle changes,is-a,Determinants of health
7079797,Medical advances,is-a,Determinants of health
7079797,Socioeconomic environment,is-a,Determinants of health
7079797,Bio-physical environment,is-a,Determinants of health
7079797,Economic growth,is-a,Determinants of health
7079797,Cigarette consumption per capita,is-a,Behavioral risk factor
7079797,Economic instability,is-a,Socioeconomic determinant
7079797,Recession,is-a,Economic instability
7079797,Unemployment,is-a,Economic instability
7079797,Income loss,is-a,Economic instability
7079797,Health care,is-a,Medical determinant
7079797,Physical environmental disturbances,is-a,Bio-physical determinant
7079797,Cold temperatures,is-a,Physical environmental disturbance
25197677,Health,is-a,complex phenomenon
25197677,Social Determinants of Health (SDH),is-a,area of research
25197677,Health equity,is-a,area of research
25197677,Macroeconomic policies,is-a,potential influence on social-health inequality
25197677,Inflation,is-a,macroeconomic policy
25197677,Government policy in paying subsidies,is-a,macroeconomic policy
25197677,Social determinants of health,is-a,priority for investment to reduce health inequality
25197677,Macroeconomic policies,is-a,factor to be evaluated for impact on population health
25197677,Mixed method research,is-a,study method
25197677,Technique for Order Preference by Similarity to Ideal Solution (TOPSIS),is-a,method for prioritization
25197677,NVivo and MATLAB,are-a,softwares used for data analysis
27252614,Suicidal behavior by burns,is-a,socio-epidemiological problem
27252614,Suicidal behavior by burns,is-a,suicide method
27252614,Khorasan,is-a,Iranian province
27252614,Ilam,is-a,Iranian province
27252614,Quarrels with family member,spouse,"relative, or friend, is-a, precipitating factor for suicide"
27252614,Physical and/or verbal abuse by family members,is-a,precipitating factor for suicide
27252614,Economic conditions,is-a,contributing factor for suicide
27252614,Violence against women,is-a,contributing factor for suicide
27252614,Social conditions,is-a,contributing factor for suicide
28901603,Climate change,is-a,global issue
28901603,Population engineering,is-a,mitigation strategy
28901603,Fertility reduction,is-a,population engineering method
28901603,Economic stability,is-a,global objective
28901603,Immigration,is-a,population engineering method
28901603,Global poverty,is-a,global issue
33100504,Wales,is-a,location
33100504,Farm businesses,is-a,type of agribusiness
33100504,Renewable energy production,is-a,form of diversification
33100504,Questionnaire,is-a,research method
33100504,Semi-structured interviews,is-a,research method
33100504,Farm types,is-a,segmentation of farmer businesses
33100504,Renewable energy sources,is-a,type of energy source
33100504,Diversification strategies,is-a,type of business strategy
34798146,Adolescence,is-a,sensitive period for psychopathology emergence
34798146,Loneliness,is-a,domain of social connectedness
34798146,Social media use,is-a,domain of social connectedness
34798146,Social video game time,is-a,domain of social connectedness
34798146,Degree of social activity participation,is-a,domain of social connectedness
28044191,Occupational injury,is-a,Health risk factor
28044191,Depressive disorder,is-a,Mental health disorder
28044191,Anxiety disorder,is-a,Mental health disorder
28044191,Post-traumatic stress disorder,is-a,Mental health disorder
28044191,Psychological symptoms,is-a,Mental health indicators
28044191,Return to work,is-a,Employment status
28044191,Unemployment,is-a,Employment status
28044191,Length of hospitalization,is-a,Measure of injury severity
28044191,Affected physical appearance,is-a,Outcome of injury
28044191,Repeated occupational injuries,is-a,Workplace safety issue
28044191,Number of quit jobs after the injury,is-a,Measure of employment instability
28044191,Severity of injury,is-a,Measure of health impact
28044191,Instability of work,is-a,Employment issue
28044191,Psychiatric disorders,is-a,Mental health disorder
25518959,Unintended pregnancy,is-a,reproductive health issue
25518959,Unsafe abortion,is-a,reproductive health risk
25518959,Media,is-a,source of legal information
25518959,Spouse/Partner,is-a,non-medical source of advice
25518959,Friend,is-a,non-medical source of advice
25518959,Neighbour,is-a,non-medical source of advice
25518959,Family/Relation,is-a,non-medical source of advice
25518959,Economic instability,is-a,factor influencing decision
25518959,Poor partner support,is-a,factor influencing decision
25518959,Ethical considerations,is-a,factor influencing decision
25518959,Religious beliefs,is-a,factor influencing decision
25518959,Social stigma,is-a,factor influencing decision
25518959,Legal implications,is-a,factor influencing decision
25518959,Unqualified persons,is-a,risk for unsafe abortion
25518959,Non-sterile environments,is-a,risk for unsafe abortion
32808192,HIV,is-a,health condition
32808192,Uncontrolled HIV,is-a,HIV
32808192,Miami-Dade County,is-a,geographic location
32808192,Social determinants of health,is-a,factor affecting health
32808192,Economic stability,is-a,social determinants of health
32808192,Education,is-a,social determinants of health
32808192,Social and community context,is-a,social determinants of health
32808192,Health and healthcare,is-a,social determinants of health
