PMID,Child Concept,Relationship,Parent Concept,Most Similar Term (BERT),Cosine Similarity (BERT)
1945555,Children,particularly infants and toddlers,"is-a, active participants in child care",'role clarity at work place',0.7084754109382629
1945555,Infants in child care,is-a,securely attached to their parents,,
1945555,Insecure attachment in infants in child care,is-a,increased risk when compared to infants in home care,'higher risk to pregnanat women',0.7623143792152405
1945555,Participation in child care,is-a,factor associated with both positive and negative outcomes in relation to social development,psychosocial factors,0.7396763563156128
1945555,High-quality child care,is-a,factor associated with improved child outcome,factor influencing health,0.7690993547439575
1945555,Low child-to-staff ratio,small group size,"and training of child care providers, is-a, characteristics of high-quality child care",'poor health of pregnant women from unstable housing',0.7220712304115295
1945555,Pediatrician,is-a,"role to monitor child well-being, advise parents as consumers of child care, and encourage the availability of high-quality care to all children",'degree of responsibility and accountability at work',0.7193987369537354
34403798,Economic and social disadvantage,is-a,Socioeconomic status factor,psychosocial factors,0.700135350227356
34403798,Immigration-associated characteristics,is-a,Socioeconomic status factor,psychosocial factors,0.700135350227356
34403798,Housing instability,is-a,Socioeconomic status factor,psychosocial factors,0.700135350227356
34403798,Absence of intrastate mobility,is-a,Socioeconomic status factor,psychosocial factors,0.700135350227356
34403798,Economic and education disadvantage,is-a,Economic and social disadvantage,social policy,0.7340978384017944
34403798,Foreign-born,is-a,Immigration-associated characteristics,,
34403798,Language isolation,is-a,Immigration-associated characteristics,,
34403798,Less household room,is-a,Immigration-associated characteristics,,
34403798,Recent interstate residential stability,is-a,Immigration-associated characteristics,,
34403798,Adult gliomas,is-a,Health outcome,mental health issue,0.7946832180023193
34403798,Survival,is-a,Health outcome,mental health issue,0.7946832180023193
34403798,Prognosis,is-a,Health outcome,mental health issue,0.7946832180023193
26911573,European Nations public health care systems,is-a,sustainability concern,work environment,0.7923765182495117
26911573,Economic crisis,is-a,threat to public health services,mental health problem,0.7482658624649048
26911573,European Paediatric Association,is-a,Union of National European Societies and Associations,,
26911573,Public hospitals,is-a,provider of public health care services,mental health issue,0.7189615964889526
26911573,Primary Care Paediatric networks,is-a,provider of public health care services,mental health issue,0.7189615964889526
26911573,Economic instability,is-a,factor affecting health,factor influencing health,0.9539051651954651
26911573,Political strategic decisions,is-a,factor affecting pediatric healthcare,factor influencing health,0.8529421091079712
26911573,Social,cultural,"and economic sensitivity and competences, is-a, factor affecting pediatric healthcare",'higher risk to pregnanat women',0.7091392278671265
26911573,Cost effective healthcare programs,is-a,model for cross-border regional program,,
35126218,China-Pakistan Economic Corridor,is-a,mega-project,,
35126218,China-Pakistan Economic Corridor,is-a,infrastructure project,suicide attempts,0.7851338982582092
35126218,COVID-19,is-a,external factor,protective factor,0.7610333561897278
35126218,Economic stability,is-a,"dependent on, construction of mega-projects",,
35126218,Structural equation modeling,is-a,"tool, used for hypothesis analysis",,
35126218,AMOS 21.0,is-a,"tool, used for data analysis",,
29320892,Economic instability,is-a,Social determinant of health,factor influencing health,0.7891273498535156
29320892,Homeless adults,is-a,Underserved population,,
29320892,Preventable hospitalizations,is-a,Health outcome,mental health issue,0.7946832180023193
29320892,Ambulatory care sensitive conditions,is-a,Proxy measure for primary care access,'higher risk to pregnanat women',0.721224308013916
29320892,Financial crisis of 2007-2008,is-a,Economic event,work environment,0.7148951888084412
29320892,New York State Inpatient Database,is-a,Data source,service professionals,0.7107576727867126
29320892,Multivariable linear regression,is-a,Statistical method,psychological factor,0.7589656114578247
29320892,Health policies,is-a,Intervention for health improvement,nutritional intervention,0.7692677974700928
26497097,Intimate Partner Violence,is-a,Risk Factor,psychological factor,0.8338807821273804
26497097,Alcohol Consumption,is-a,Behavioral Risk Factor,psychological factor,0.8404775857925415
26497097,Economic Instability,is-a,Social Risk Factor,psychological factor,0.849970817565918
26497097,Male Dominance,is-a,Social Risk Factor,psychological factor,0.849970817565918
26497097,Disrespect of Husband,is-a,Behavioral Risk Factor,psychological factor,0.8404775857925415
26497097,Stigma,is-a,Social Consequence,psychological effect,0.7804434299468994
26497097,Lack of Proper Parental Guidance,is-a,Family Consequence,work environment,0.7108467817306519
26497097,Lack of Safety and Stability,is-a,Family Consequence,work environment,0.7108467817306519
26497097,Child Misbehavior,is-a,Family Consequence,work environment,0.7108467817306519
26497097,Violence in Relationships,is-a,Individual Consequence,psychological distress,0.7112249732017517
26497097,Placating Male Behaviors,is-a,Protective Strategy,protective factor,0.8855711817741394
26497097,Social and Financial Control,is-a,Perpetrator Strategy,,
26497097,Couple's Mediation,is-a,Community Support System,work environment,0.7589861750602722
26497097,Responsible Partner and Fatherhood Programs,is-a,Community Support System,work environment,0.7589861750602722
26497097,Economic Activities,is-a,Community Support System,work environment,0.7589861750602722
16619736,Sustained economic growth,is-a,economic condition,social policy,0.7259031534194946
16619736,Economic stability,is-a,economic condition,social policy,0.7259031534194946
16619736,Changing lifestyles,is-a,social determinant of health,factor influencing health,0.7891273498535156
16619736,Chronic diseases,is-a,health issue,mental health issue,0.8684024810791016
16619736,Excessive consumption of nutrients,is-a,dietary habit,nutritional intervention,0.8371309638023376
16619736,Fat,is-a,nutrient,,
16619736,Malnutrition,is-a,health issue,mental health issue,0.8684024810791016
16619736,Underweight,is-a,health condition,mental health problem,0.8283094167709351
16619736,Stunting,is-a,health condition,mental health problem,0.8283094167709351
16619736,Micronutrient deficiencies,is-a,health condition,mental health problem,0.8283094167709351
16619736,Iron,is-a,micronutrient,micronutrient deficiencies,0.9051812887191772
16619736,Iodine,is-a,micronutrient,micronutrient deficiencies,0.9051812887191772
16619736,Vitamin A,is-a,micronutrient,micronutrient deficiencies,0.9051812887191772
16619736,Data collection,is-a,research method,suicide attempts,0.7729818820953369
16619736,Analysis,is-a,research method,suicide attempts,0.7729818820953369
16619736,Intervention programs,is-a,health strategy,social policy,0.8267589807510376
27414815,Armed conflict,is-a,type of instability,,
27414815,Occupation,is-a,type of instability,,
27414815,Political instability,is-a,type of instability,,
27414815,Economic instability,is-a,type of instability,,
27414815,Posttraumatic stress disorder (PTSD),is-a,mental disorder,mental health problem,0.8452403545379639
27414815,Major depressive disorder (MDD),is-a,mental disorder,mental health problem,0.8452403545379639
27414815,Health problems,is-a,predictor of PTSD-depression co-occurrence,psychosocial factors,0.7416764497756958
27414815,Social life events,is-a,predictor of PTSD-depression co-occurrence,psychosocial factors,0.7416764497756958
27414815,Witnessed traumatic events,is-a,predictor of PTSD-depression co-occurrence,psychosocial factors,0.7416764497756958
27414815,Employment status,is-a,predictor of PTSD-depression co-occurrence,psychosocial factors,0.7416764497756958
27414815,Educational status,is-a,predictor of PTSD-depression co-occurrence,psychosocial factors,0.7416764497756958
27414815,Social support,is-a,predictor of PTSD-depression co-occurrence,psychosocial factors,0.7416764497756958
34840497,COVID-19 pandemic,is-a,health crisis,mental health problem,0.8263556957244873
34840497,IPV survivor,is-a,individual,,
34840497,Mental health,is-a,aspect of well-being,'poor physical well being',0.7151625156402588
34840497,Economic stability,is-a,aspect of well-being,'poor physical well being',0.7151625156402588
34840497,Food security,is-a,aspect of well-being,'poor physical well being',0.7151625156402588
34840497,Resilience,is-a,aspect of well-being,'poor physical well being',0.7151625156402588
34840497,Employment,is-a,economic factor,psychological factor,0.8068011403083801
34840497,Income,is-a,economic factor,psychological factor,0.8068011403083801
34840497,Setbacks due to COVID-19,is-a,challenge,,
34840497,Improvements in mental health and well-being,is-a,positive outcome,work environment,0.723259449005127
34840497,Resilience of survivors,is-a,coping mechanism,psychological effect,0.8194637298583984
15860764,Two-parent families,is-a,Family type,suicide attempts,0.734271764755249
15860764,Union dissolution,is-a,Family instability factor,protective factor,0.7584577798843384
15860764,Chronically unemployed husband,is-a,Economic factor,psychological factor,0.8068011403083801
15860764,Welfare recipients,is-a,Social economic group,social policy,0.8178892731666565
15860764,Link-Up demonstration project,is-a,Research project,suicide attempts,0.7831843495368958
15860764,Discrete-time event-history methodology,is-a,Research methodology,service professionals,0.8056558966636658
15860764,Family instability,is-a,Social determinant of health,factor influencing health,0.7891273498535156
15860764,Long-term welfare dependency,is-a,Economic condition,social policy,0.7259031534194946
34820889,Guam,is-a,United States territory,,
34820889,CHamorus,is-a,Indigenous people of Guam,,
34820889,CHamoru adults,is-a,study participants,suicide attempts,0.7512989044189453
34820889,COVID-19,is-a,health issue,mental health issue,0.8684024810791016
34820889,Thematic analysis techniques,is-a,data analysis method,service professionals,0.7222211360931396
19378667,US Department of Defense,is-a,Government Agency,service professionals,0.7685786485671997
19378667,Foreign humanitarian assistance,is-a,Military Mission,suicide attempts,0.7732619047164917
19378667,Conflict prevention,is-a,Aspect of Foreign humanitarian assistance,,
19378667,Postconflict,is-a,Aspect of Foreign humanitarian assistance,,
19378667,Natural disasters,is-a,Aspect of Foreign humanitarian assistance,,
19378667,Relief and/or public health efforts,is-a,Role of US Department of Defense,,
19378667,FHA and disaster relief,is-a,Evolving doctrine of American military,,
19378667,Large-scale earthquake in Peru,is-a,Example of FHA mission,,
19378667,Security engagement activities,is-a,Repertoire of DOD,,
35377321,Gay and Bisexual Men,is-a,Population Group,,
35377321,HIV,is-a,Disease,suicide attempts,0.7879545092582703
35377321,COVID-19,is-a,Disease,suicide attempts,0.7879545092582703
35377321,HIV Services Access,is-a,Health Service,service professionals,0.782920777797699
35377321,COVID-19 Disparities Survey,is-a,Research Method,suicide attempts,0.7729818820953369
35377321,Global Men's Health and Rights Survey 4,is-a,Research Method,suicide attempts,0.7729818820953369
35377321,Data Fusion,is-a,Research Method,suicide attempts,0.7729818820953369
35377321,Community Engagement,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
35377321,Health Care Provider Comfort,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
35377321,Mental Health,is-a,Health Outcome,mental health issue,0.7946832180023193
35377321,Economic Instability,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
35377321,Sexual Stigma,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
35377321,Discrimination by Health Care Provider,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
32915162,YMSM,is-a,young cisgender men who have sex with men,'higher risk to pregnanat women',0.7443310022354126
32915162,YTW,is-a,young transgender women,,
32915162,GNC youth,is-a,gender nonconforming youth,,
32915162,HIV infection,is-a,health condition,mental health problem,0.8283094167709351
32915162,W2P,is-a,HIV prevention intervention,nutritional intervention,0.7875008583068848
32915162,iFOUR,is-a,evidence-based employment program for HIV-positive adults,,
32915162,LGBTQ,is-a,community setting,work environment,0.797817051410675
32915162,Transactional sex work,is-a,behavior associated with adolescent and young adult HIV,history of domestic violence,0.7464685440063477
32915162,Homelessness,is-a,factor associated with adolescent and young adult HIV,'higher risk to pregnanat women',0.744648814201355
32915162,Economic stability,is-a,means of preventing behaviors and factors associated with adolescent and young adult HIV,'risk of adverse kidney outcomes',0.7359458804130554
31084269,Sexual health,is-a,aspect of human development,social policy,0.8108799457550049
31084269,Sexual rights,is-a,aspect of human development,social policy,0.8108799457550049
31084269,Heterosexual people,is-a,group focused on in sexual health work,mental health problem,0.7307045459747314
31084269,Cisgender people,is-a,group focused on in sexual health work,mental health problem,0.7307045459747314
31084269,Sexual minority cisgender men,is-a,group focused on in sexual health work,mental health problem,0.7307045459747314
31084269,Transgender women,is-a,group focused on in sexual health work,mental health problem,0.7307045459747314
31084269,Sexual minority women,is-a,group not adequately represented in sexual health work,history of domestic violence,0.7244504690170288
31084269,Healthcare access,is-a,sexual health-related issue,mental health issue,0.8613585233688354
31084269,Healthy sexual relationships,is-a,sexual health-related issue,mental health issue,0.8613585233688354
31084269,Economic instability,is-a,sexual health-related issue,mental health issue,0.8613585233688354
31084269,Freedom from violence,is-a,sexual health-related issue,mental health issue,0.8613585233688354
31084269,Public opinion,is-a,area of focus for sexual minority women's health,'higher risk to pregnanat women',0.735134482383728
27297369,Cardiovascular disease,is-a,cause of mortality,mental health issue,0.7160553932189941
27297369,Cardiac self-care practices,is-a,method for managing cardiac illness,'risk of adverse kidney outcomes',0.7420013546943665
27297369,Cardiac self-care practices,is-a,method for improving quality of life,,
27297369,Political instability,is-a,factor affecting self-care practices,factor influencing health,0.8047258853912354
27297369,Economic instability,is-a,factor affecting self-care practices,factor influencing health,0.8047258853912354
27297369,Qualitative descriptive study,is-a,research method,suicide attempts,0.7729818820953369
27297369,Semi-structured audio-recorded interviews,is-a,data collection method,work environment,0.7038443088531494
27297369,Taking medications,is-a,self-care practice,'degree of responsibility and accountability at work',0.7406873106956482
27297369,Eating properly,is-a,self-care practice,'degree of responsibility and accountability at work',0.7406873106956482
27297369,Avoiding stress,is-a,self-care practice,'degree of responsibility and accountability at work',0.7406873106956482
27297369,Family support,is-a,facilitator of self-care practices,'degree of responsibility and accountability at work',0.7303415536880493
27297369,Health care costs,is-a,barrier to self-care practices,'risk of adverse kidney outcomes',0.7322136759757996
27297369,Family responsibilities,is-a,barrier to self-care practices,'risk of adverse kidney outcomes',0.7322136759757996
34988991,Family Formation,is-a,program,suicide attempts,0.7406394481658936
34988991,Economic Stability,is-a,program,suicide attempts,0.7406394481658936
34988991,Fathers & Families Support Center,is-a,organization,work environment,0.7688429951667786
34988991,Randomized controlled trial,is-a,research method,suicide attempts,0.7729818820953369
34988991,Survey,is-a,data collection method,work environment,0.7038443088531494
34988991,Linear and generalized linear mixed models,is-a,statistical analysis method,psychological factor,0.7426977157592773
34988991,Parenting,is-a,social determinant of health,factor influencing health,0.7891273498535156
34988991,Psychological well-being,is-a,health outcome,mental health issue,0.7946832180023193
34988991,Economic outcomes,is-a,social determinant of health,factor influencing health,0.7891273498535156
34988991,Employment-related curriculum,is-a,educational resource,work environment,0.7298660278320312
34988991,Financial stability,is-a,social determinant of health,factor influencing health,0.7891273498535156
31287624,FSWs,is-a,high-risk population for HIV,'higher risk to pregnanat women',0.755243718624115
31287624,MSM,is-a,high-risk population for HIV,'higher risk to pregnanat women',0.755243718624115
31287624,TGW,is-a,high-risk population for HIV,'higher risk to pregnanat women',0.755243718624115
31287624,HIV prevalence,is-a,health indicator,psychological factor,0.7813254594802856
31287624,HIV treatment cascade,is-a,health service indicator,mental health problem,0.7572453022003174
31287624,Economic instability,is-a,social determinant of HIV,factor influencing health,0.737227737903595
31287624,Intimate partner violence (IPV),is-a,social determinant of HIV,factor influencing health,0.737227737903595
31287624,Food insecurity,is-a,social determinant of HIV,factor influencing health,0.737227737903595
31287624,History of rape,is-a,social determinant of HIV,factor influencing health,0.737227737903595
31287624,HIV status knowledge,is-a,health awareness indicator,mental health issue,0.769243597984314
31287624,HIV treatment status,is-a,health service indicator,mental health problem,0.7572453022003174
31287624,Viral suppression,is-a,health outcome indicator,psychological factor,0.7929552793502808
31287624,Targeted interventions,is-a,health strategy,social policy,0.8267589807510376
31287624,Venue-based outreach,is-a,health strategy,social policy,0.8267589807510376
31287624,Peer navigator-led testing,is-a,health strategy,social policy,0.8267589807510376
21210917,Unemployment rate,is-a,demographic factor,psychological factor,0.8029161095619202
21210917,Education level of women,is-a,demographic factor,psychological factor,0.8029161095619202
21210917,Supply of nurses,is-a,health resource,mental health issue,0.7593969106674194
21210917,Socioeconomic status,is-a,determinant of neonatal mortality rate,'higher risk to pregnanat women',0.7143961191177368
21210917,Health resources,is-a,determinant of neonatal mortality rate,'higher risk to pregnanat women',0.7143961191177368
21210917,Neonatal mortality rate,is-a,health outcome,mental health issue,0.7946832180023193
21210917,Barriers to health care services,is-a,health resource issue,mental health issue,0.8374201059341431
21210917,Preventive care,is-a,health resource,mental health issue,0.7593969106674194
37973715,Study,is-a,Analysis of COVID-19 impacts on families,'higher risk to pregnanat women',0.7011306285858154
37973715,Interviews,is-a,Method of data collection,,
37973715,Parents of young children,is-a,Study participants,suicide attempts,0.7512989044189453
37973715,Qualitative data,is-a,Type of data used for analysis,,
37973715,Thematic analysis,is-a,Data analysis method,service professionals,0.7222211360931396
37973715,Lower-income Hispanic families,is-a,Demographic group,,
37973715,Primary care systems,is-a,Source of participant recruitment,,
37973715,Stressors,is-a,Impact of COVID-19 on families,'higher risk to pregnanat women',0.7029442191123962
37973715,Silver linings,is-a,Positive impacts of COVID-19 on families,,
37973715,Government/community assistance programs,is-a,Support for families during COVID-19,,
37973715,Childcare access,is-a,Support for families during COVID-19,,
37973715,Economic stability,is-a,Mediator of family stress during COVID-19,,
37973715,Reliable childcare,is-a,Mediator of family stress during COVID-19,,
35155343,COVID-19,is-a,disease,suicide attempts,0.7879545092582703
35155343,HP financial index,is-a,alternative variable of the digital economy,,
35155343,Digital economy,is-a,factor of economic development,,
35155343,Economic development,is-a,aspect of a country's economy,,
35155343,Regional heterogeneity,is-a,economic characteristic,psychological distress,0.7502018213272095
35155343,Eastern region,is-a,geographical division of China,,
35155343,Central region,is-a,geographical division of China,,
35155343,Western region,is-a,geographical division of China,,
35155343,Public risk,is-a,consequence of disease outbreak,'risk of vector borne disease',0.7192478775978088
23419274,Intimate partner violence,is-a,social determinant of health,factor influencing health,0.7891273498535156
23419274,Job instability,is-a,economic outcome,work environment,0.7424294948577881
23419274,Economic well-being,is-a,measure of financial stability,history of domestic violence,0.71728515625
23419274,Welfare recipients,is-a,socio-economic group,,
23419274,Services and policies,is-a,potential solution,work environment,0.7294057011604309
23419274,Barriers to employment,is-a,social determinant of health,factor influencing health,0.7891273498535156
23419274,Low-income women with abusive partners,is-a,at-risk population,,
12292288,Poverty,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
12292288,Education,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
12292288,Employment,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
12292288,Social Support,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
12292288,Access to Health Care,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
12292288,Housing,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
12292288,Neighborhood Environment,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
12292288,Food Security,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
12292288,Transportation,is-a,Social Determinant of Health,factor influencing health,0.7891273498535156
34520099,Childhood Cancer Care,is-a,Healthcare Service,service professionals,0.8655322790145874
34520099,Children's Cancer Hospital,is-a,Healthcare Provider,service professionals,0.8235055208206177
34520099,Acute lymphoblastic leukemia,is-a,Childhood Cancer,mental health problem,0.7772346138954163
34520099,Acute myeloid leukemia,is-a,Childhood Cancer,mental health problem,0.7772346138954163
34520099,Neuroblastoma,is-a,Childhood Cancer,mental health problem,0.7772346138954163
29731600,Intergenerational poverty,is-a,type of poverty,history of domestic violence,0.7118297815322876
29731600,Earned Income Tax Credit,is-a,Government policy,social policy,0.8935839533805847
29731600,Academic failure,is-a,Child and adolescent problem,mental health problem,0.7644327878952026
29731600,Antisocial behavior,is-a,Child and adolescent problem,mental health problem,0.7644327878952026
29731600,Drug abuse,is-a,Child and adolescent problem,mental health problem,0.7644327878952026
29731600,Depression,is-a,Child and adolescent problem,mental health problem,0.7644327878952026
29731600,Family poverty,is-a,Adverse social environment,mental health problem,0.7788864374160767
29731600,Family-based prevention programs,is-a,Poverty reduction strategy,social policy,0.7182219624519348
29731600,School-based prevention programs,is-a,Poverty reduction strategy,social policy,0.7182219624519348
34539457,COVID-19,is-a,pandemic,,
34539457,Pakistan,is-a,5th-most-populous nation,,
34539457,Pakistan,is-a,country with the third-highest positivity ratio in South Asia,,
34539457,Pakistan,is-a,country with the 26th-highest death toll from COVID-19,,
34539457,Pakistan,is-a,country with the 29th highest number of COVID-19 positive cases worldwide,'higher risk to pregnanat women',0.706642746925354
34539457,COVID-19,is-a,crisis for healthcare facilities,'inadequate budget for healthy meals',0.7104984521865845
34539457,COVID-19,is-a,economic challenge,social policy,0.7537996768951416
34539457,Negative GDP growth,is-a,economic crisis,nutritional deficiency,0.7008894085884094
34539457,Government's relief package,is-a,intervention to reduce public mental stress,mental health problem,0.7675511837005615
34539457,Government's relief package,is-a,intervention to improve quality of life,mental health problem,0.7055262923240662
34539457,Economic instability,is-a,longer-term issue in Pakistan compared to global financial disequilibrium,,
34539457,Feeble healthcare systems,is-a,cause of crisis in Pakistan,,
34539457,Fragile economy,is-a,cause of crisis in Pakistan,,
32273876,Lippia alba,is-a,species,,
32273876,Lippia alba,is-a,polyploid complex,,
32273876,Lippia alba,has,chemical and genetic variation,micronutrient deficiencies,0.7042051553726196
32273876,Lippia alba,used-in,medicinal applications,service professionals,0.7488800287246704
32273876,Lippia alba,used-in,economic applications,social policy,0.7979788780212402
32273876,Lippia alba,is-a,model for understanding genome organization,,
32273876,Polyploidy,is-a,major evolutionary force in plants,factor influencing health,0.7084506750106812
32273876,Polyploidy,reported-in,Lippia,,
32273876,Polyploidy,involves,at least four ploidal levels,,
32273876,Polyploidy,used-for,"investigating medicinal, pharmacological, and economic applications",,
15903070,Pediculus humanus humanus,is-a,human body louse,,
15903070,Rickettsia prowazekii,is-a,agent of epidemic typhus,,
15903070,Borrelia recurrentis,is-a,agent of relapsing fever,'risk of vector borne disease',0.7292872667312622
15903070,Bartonella quintana,is-a,agent of trench fever,,
15903070,Acinetobacter baumannii,is-a,human pathogen,suicide attempts,0.7369393706321716
15903070,Epidemic typhus,is-a,infectious disease,nutritional deficiency,0.7583684921264648
15903070,Relapsing fever,is-a,infectious disease,nutritional deficiency,0.7583684921264648
15903070,Trench fever,is-a,infectious disease,nutritional deficiency,0.7583684921264648
15903070,Bacillary angiomatosis,is-a,infectious disease,nutritional deficiency,0.7583684921264648
15903070,Endocarditis,is-a,infectious disease,nutritional deficiency,0.7583684921264648
15903070,Lymphadenopathy,is-a,infectious disease,nutritional deficiency,0.7583684921264648
15903070,Body louse infestation,is-a,health condition associated with cold weather and lack of hygiene,'malnutrition due to insufficient food',0.782705545425415
31060633,Familial adversity,is-a,determinant of childhood outcomes,factor influencing health,0.740138053894043
31060633,Familial adversity,is-a,determinant of adulthood outcomes,factor influencing health,0.7528230547904968
31060633,Marital instability/conflict,is-a,type of familial adversity,history of domestic violence,0.7126784920692444
31060633,Suboptimal parenting,is-a,type of familial adversity,history of domestic violence,0.7126784920692444
31060633,Economic disadvantage,is-a,type of familial adversity,history of domestic violence,0.7126784920692444
31060633,Parental mental health problems,is-a,type of familial adversity,history of domestic violence,0.7126784920692444
31060633,Mental health,is-a,adolescent outcome,psychological factor,0.8108705878257751
31060633,Self-harm,is-a,adolescent outcome,psychological factor,0.8108705878257751
31060633,Risk taking,is-a,adolescent outcome,psychological factor,0.8108705878257751
31060633,Criminality,is-a,adolescent outcome,psychological factor,0.8108705878257751
31060633,Victimization,is-a,adolescent outcome,psychological factor,0.8108705878257751
31060633,Economic hardship,is-a,type of familial adversity,history of domestic violence,0.7126784920692444
31060633,Parental conflict,is-a,type of familial adversity,history of domestic violence,0.7126784920692444
34948621,Flood early warning,is-a,component of disaster risk management,workplace safety requirements,0.7293902635574341
34948621,Flood early warning,is-a,tool for saving lives,,
34948621,Flood early warning,is-a,factor in sustainable agro-based economy,,
34948621,Flood early warning,is-a,factor in economic stability,factor influencing health,0.7410855293273926
34948621,Flood early warning,is-a,factor in overall development of the people of Bangladesh,,
34948621,Volunteerism,is-a,form of social capital,social policy,0.7277073264122009
34948621,Volunteerism,is-a,communal virtue,'poor sanitation',0.7350668907165527
34948621,Community-based disaster management institutions,is-a,recipient of volunteer assistance,service professionals,0.7538732886314392
34948621,Trained volunteers,is-a,part of national policy integration,social policy,0.7655073404312134
34948621,Recommendations,is-a,connection between literature and policy documents of Bangladesh,,
36803137,Healthcare access,is-a,Social determinant of health,factor influencing health,0.7891273498535156
36803137,Education access,is-a,Social determinant of health,factor influencing health,0.7891273498535156
36803137,Social and community context,is-a,Social determinant of health,factor influencing health,0.7891273498535156
36803137,Economic stability,is-a,Social determinant of health,factor influencing health,0.7891273498535156
36803137,Neighborhood and built environment,is-a,Social determinant of health,factor influencing health,0.7891273498535156
36803137,Data sources,is-a,Information for social determinants of health,factor influencing health,0.7536174654960632
36803137,CDC's Healthy People 2030,is-a,Framework for social determinants of health,factor influencing health,0.7143588662147522
36803137,PubMed search,is-a,Method for data collection,,
36803137,Gray literature,is-a,Source for data collection,,
36803137,Publicly available data,is-a,Data for social determinants of health,factor influencing health,0.7423498034477234
14672243,Childhood adversity,is-a,Risk factor for depression,psychosocial factors,0.7876937389373779
14672243,Low socio-economic status,is-a,Aspect of childhood adversity,history of domestic violence,0.7334854602813721
14672243,Family disruption,is-a,Aspect of childhood adversity,history of domestic violence,0.7334854602813721
14672243,Residential instability,is-a,Aspect of childhood adversity,history of domestic violence,0.7334854602813721
14672243,Depression,is-a,Mental health disorder,mental health problem,0.9168768525123596
14672243,Major depressive episode,is-a,Form of depression,history of domestic violence,0.7550784945487976
14672243,Parental SES,is-a,Indicator of socio-economic status,,
14672243,Childhood family disruption,is-a,Form of childhood adversity,history of domestic violence,0.7294901609420776
14672243,Residential instability,is-a,Form of childhood adversity,history of domestic violence,0.7294901609420776
14672243,Childhood social disadvantage,is-a,Risk factor for depression onset,psychosocial factors,0.7487234473228455
14672243,Early childhood adversity,is-a,Indicator of poor prognosis in depression,'risk of adverse kidney outcomes',0.7377474904060364
32855588,Unaccompanied Immigrant Children,is-a,Migrant Population,suicide attempts,0.7185233235359192
32855588,Psychological Services,is-a,Mental Health Support,mental health problem,0.8556696772575378
32855588,Ethical Considerations,is-a,Professional Guidelines,service professionals,0.7850806713104248
32855588,Violence,Abuse,"Economic Instability, is-a, Reasons for Immigration",,
32855588,Pre-flight,flight,"and resettlement, is-a, Migration Process",,
32855588,Detainment,Custodial Placement,"Acculturative Adjustment, is-a, Post-migration Stressors",,
32855588,Cultural,Developmental,"Systemic Factors, is-a, Factors Affecting Mental Health",factor influencing health,0.741132378578186
32855588,Psychologists,is-a,Mental Health Providers,mental health problem,0.8193750381469727
25843351,Toxins,is-produced-by,some species of phytoplankton,,
25843351,Toxins,have-impact-on,"economic, ecological, and human health",,
25843351,Toxins,have-effect-on,spatial distribution of phytoplankton,,
25843351,Spatial dynamics,is-investigated-in,a nutrient-phytoplankton system,,
6403929,Individual's Nutritional Status,is affected by,Social Environment,work environment,0.8515653014183044
6403929,Individual's Nutritional Status,is affected by,Psychological Environment,psychological effect,0.8563615083694458
6403929,Individual's Nutritional Status,is affected by,Cultural Environment,work environment,0.7511831521987915
6403929,Eating Behavior,is influenced by,Cultural Patterns,psychological factor,0.7288711071014404
6403929,Eating Behavior,is influenced by,Economic Stability,social policy,0.710205614566803
6403929,Eating Behavior,is influenced by,Attitudes toward Health and Disease,factor influencing health,0.7785413265228271
6403929,Emotional Well-being,is influenced by,Nutritional Behaviors,nutritional intervention,0.8600543737411499
6403929,Social Relationships,are influenced by,Nutritional Behaviors,nutritional intervention,0.8600543737411499
6403929,Artificial Feedings,is a challenge to,Symbolic and Social Meanings of Food,,
6403929,Anorexia Nervosa,is an example of,Illness with Primary Symptoms of Deviant Eating Behaviors,psychosocial factors,0.7200203537940979
6403929,Psychological Needs,are met through,Deviant Eating Behaviors in Anorexia Nervosa,'higher risk to pregnanat women',0.7053532600402832
6403929,Psychosocial Context of Food,is obvious but often overlooked in,Nutritional Therapies,nutritional intervention,0.8092670440673828
6403929,Cultural Environment,has impact on,Patients receiving Nutritional Therapies,nutritional intervention,0.7340022325515747
37586944,Pharmaceutical waste,is-a,Environmental issue,mental health issue,0.8267817497253418
37586944,Redistribution of unused medications,is-a,Sustainability effort,work environment,0.7983216643333435
37586944,Reuse of medications,is-a,Waste reduction strategy,nutritional intervention,0.7282423377037048
37586944,Partnerships between institutions and schools of pharmacy,is-a,Economic prosperity strategy,social policy,0.7394837141036987
37586944,Repurposing of medications,is-a,Supply chain management strategy,,
37586944,Pharmaceutical waste mitigation,is-a,Social responsibility,social policy,0.8529119491577148
