0,1,2,3,Min Jaccard Distance,Min Euclidean Distance,Most Matching Term by Jaccard,Most Matching Term by Euclidean,Most Matching Term by Levenshtein,Min Levenshtein Distance
20946674,Preceptors with process expertise,is-a,tutor type,,,,,'poor parenting',12.0
20946674,Structured small group environment,is-a,teaching method,,,,,'bullying at school',14.0
20728688,Teacher-student relationship,is-a,type of relationship,,,,,'poor parenting',14.0
20728688,Congruent Positive,is-a,type of teacher-student relationship,,,,,'racial segreggation',26.0
20728688,Congruent Negative,is-a,type of teacher-student relationship,,,,,'racial segreggation',26.0
20728688,Incongruent Child Negative,is-a,type of teacher-student relationship,,,,,'racial segreggation',26.0
20728688,Incongruent Child Positive,is-a,type of teacher-student relationship,,,,,'racial segreggation',26.0
27156917,American Sign Language/English bilingual education,is-a,educational approach,0.6666666666666667,,'educational infrastructure',,'vocational training',12.0
27156917,d/Deaf and hard of hearing students,is-a,student category,,,,,'lower earning',13.0
27156917,d/Dhh Multilingual Learners (DMLs),is-a,student category,,,,,'lower earning',13.0
27156917,longitudinal case study,is-a,research method,,,,,'lower earning',14.0
27156917,semistructured interviews,is-a,research tool,,,,,'lower earning',13.0
27156917,assessment data,is-a,research data,,,,,'lower earning',13.0
27156917,document reviews,is-a,research tool,,,,,'lower earning',13.0
27156917,educational placements,is-a,educational provision,0.6666666666666667,,'educational infrastructure',,'vocational training',10.0
27156917,early communication and language needs,is-a,educational need,0.6666666666666667,,'educational infrastructure',,'vocational training',11.0
27156917,instructional techniques and assessments,is-a,teaching method,,,,,'bullying at school',14.0
27156917,heritage language learning,is-a,language education approach,,,,,'alternative schooling',22.0
21305981,Early Language and Literacy Classroom Observation,is-a,research tool,,,,,'lower earning',13.0
21305981,Emergent literacy,is-a,cognitive development aspect,,,,,'employment prospect',18.0
21305981,Classroom environment,is-a,factor in emergent literacy,,,,,'poor parenting',19.0
21305981,DHH children,is-a,group of children with hearing impairments,,,,,'employment prospect',32.0
21305981,Vocabulary,is-a,aspect of emergent literacy,,,,,'poor parenting',19.0
21305981,Phonological awareness,is-a,aspect of emergent literacy,,,,,'poor parenting',19.0
21305981,Preschool,is-a,early education level,,,,,'higher stress level',15.0
21305981,Kindergarten,is-a,early education level,,,,,'higher stress level',15.0
21305981,First-grade,is-a,early education level,,,,,'higher stress level',15.0
21305981,Hierarchical linear analysis,is-a,statistical method,,,,,'vocational training',17.0
15107288,Johns Hopkins Faculty Development Program in Teaching Skills,is-a,faculty development program,,,,,'employment prospect',18.0
15107288,Clinician-educators,is-a,profession,,,,,'lower earning',12.0
15107288,Teaching skills,is-a,professional skills,,,,,'vocational training',14.0
15107288,Experiential learning with reflection,is-a,educational method,0.6666666666666667,,'educational infrastructure',,'vocational training',12.0
15107288,Personal awareness sessions,is-a,educational method,0.6666666666666667,,'educational infrastructure',,'vocational training',12.0
15107288,Information provision,is-a,educational method,0.6666666666666667,,'educational infrastructure',,'vocational training',12.0
11438268,Third-year medical students,have,deficiencies in physical examination skills,,,,,'vocational training',32.0
11438268,Formal teaching,increases,competency in physical examination skills,,,,,'vocational training',31.0
11438268,Supervised experiences with clinical faculty,increases,competency in physical examination skills,,,,,'vocational training',31.0
22324882,Computer-assisted teaching method,is-a,Teaching method,,,,,'bullying at school',14.0
22324882,Handwashing task checklist,is-a,Evaluation tool,,,,,'vocational training',14.0
22324882,Learning motivation questionnaire,is-a,Evaluation tool,,,,,'vocational training',14.0
22324882,Computerized teaching station,is-a,Teaching tool,,,,,'bullying at school',12.0
22324882,Faucet,is-a,Component of computerized teaching station,,,,,'poor parenting',31.0
22324882,Soap dispenser,is-a,Component of computerized teaching station,,,,,'poor parenting',31.0
22324882,Towel dispenser,is-a,Component of computerized teaching station,,,,,'poor parenting',31.0
22324882,Animations,is-a,Component of computerized teaching station,,,,,'poor parenting',31.0
22324882,Study group,is-a,Type of participant group,,,,,'poor parenting',16.0
22324882,Control group,is-a,Type of participant group,,,,,'poor parenting',16.0
22324882,Handwashing performance,is-a,Learning outcome,,,,,'bullying at school',14.0
22324882,Learning motivation,is-a,Learning outcome,,,,,'bullying at school',14.0
10676542,Poor achievement,is-a,early risk behavior,,,,,'cultural barriers',15.0
10676542,Concentration problems,is-a,early risk behavior,,,,,'cultural barriers',15.0
10676542,Aggression,is-a,early risk behavior,,,,,'cultural barriers',15.0
10676542,Shy behaviors,is-a,early risk behavior,,,,,'cultural barriers',15.0
10676542,Classroom-centered intervention,is-a,preventive intervention,,,,,'alternative schooling',17.0
10676542,Family-school partnership intervention,is-a,preventive intervention,,,,,'alternative schooling',17.0
10676542,Behavior management,is-a,instructional skill,,,,,'vocational training',15.0
10676542,Parent-teacher communication,is-a,parental teaching strategy,,,,,'additional training at school',19.0
10676542,Child behavior management,is-a,parental teaching strategy,,,,,'additional training at school',19.0
20380949,Academic initiative,is-a,student characteristic,,,,,'cultural barriers',17.0
20380949,Teacher support,is-a,school class environment factor,,,,,'poor parenting',23.0
20380949,Classmate support,is-a,school class environment factor,,,,,'poor parenting',23.0
20380949,Pedagogical caring,is-a,form of teacher support,,,,,'employment prospect',18.0
20380949,Autonomy support,is-a,form of teacher support,,,,,'employment prospect',18.0
20380949,Fairness,is-a,form of teacher support,,,,,'employment prospect',18.0
20380949,Friendliness,is-a,form of teacher support,,,,,'employment prospect',18.0
2911494,Poverty,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
2911494,Education,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
2911494,Employment,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
2911494,Social Support,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
2911494,Access to Health Care,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
2911494,Housing,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
2911494,Neighborhood Environment,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
2911494,Food Security,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
2911494,Transportation,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
2911494,Social Exclusion,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
9425611,Early elementary school teachers,is-a,profession,,,,,'lower earning',12.0
9425611,Tobacco prevention education,is-a,health education topic,,,,,'alternative schooling',17.0
9425611,Centers for Disease Control and Prevention guidelines,is-a,health guidelines,,,,,'lower earning',14.0
9425611,Bachelor's degree,is-a,educational qualification,0.6666666666666667,,'educational infrastructure',,'vocational training',13.0
9425611,Master's degree,is-a,educational qualification,0.6666666666666667,,'educational infrastructure',,'vocational training',13.0
9425611,Tobacco prevention training,is-a,professional training,0.6666666666666667,,'vocational training',,'vocational training',7.0
22398497,Interprofessional course,is-a,educational program,0.6666666666666667,,'educational infrastructure',,'vocational training',11.0
22398497,Professional parameters,is-a,learning goal,,,,,'lower earning',11.0
22398497,Collaboration,is-a,learning goal,,,,,'lower earning',11.0
22398497,Intervention plan design,is-a,learning goal,,,,,'lower earning',11.0
22398497,Journal,is-a,evaluation method,,,,,'vocational training',15.0
22398497,Participation in rounds,is-a,evaluation method,,,,,'vocational training',15.0
22398497,OSCEs,is-a,evaluation method,,,,,'vocational training',15.0
22398497,Perception clarity,is-a,learning result,,,,,'lower earning',13.0
22398497,Effective communication,is-a,learning result,,,,,'lower earning',13.0
22398497,Professional contribution understanding,is-a,learning result,,,,,'lower earning',13.0
22398497,Community perception understanding,is-a,learning result,,,,,'lower earning',13.0
19177384,Study methods,is-a,Learning strategy,,,,,'lower earning',14.0
19177384,Academic achievement,is-a,Outcome of study methods,,,,,'racial segreggation',19.0
19177384,Long-term recall of information,is-a,Outcome of study methods,,,,,'racial segreggation',19.0
19177384,Deep-processing students,is-a,Type of student,,,,,'poor parenting',13.0
19177384,Surface-approach students,is-a,Type of student,,,,,'poor parenting',13.0
21240780,TBL,is-a,Learning Method,,,,,'lower earning',13.0
21240780,SGL,is-a,Learning Method,,,,,'lower earning',13.0
21240780,Ambulatory Medicine Clerkship,is-a,Clinical Practice,,,,,'vocational training',14.0
21240780,Knowledge Examination,is-a,Assessment Method,,,,,'employment prospect',16.0
1893310,Computer-managed instruction,is-a,teaching method,,,,,'bullying at school',14.0
1893310,Traditional classroom course of study,is-a,teaching method,,,,,'bullying at school',14.0
1893310,Analysis of covariance,is-a,statistical method,,,,,'vocational training',17.0
18274032,Biodefense Digital Library,is-a,Digital Library,,,,,'cultural barriers',13.0
18274032,Biodefense Digital Library,is-a,Learning Collaboratory,,,,,'racial segreggation',17.0
18274032,Biodefense News Stories,is-a,Educational Resource,0.6666666666666667,,'educational infrastructure',,'vocational training',11.0
18274032,Biodefense Graduate Program,is-a,Educational Program,0.6666666666666667,,'educational infrastructure',,'vocational training',11.0
19088584,Asthma,is-a,chronic disease,,,,,'lower earning',14.0
19088584,Watch,Discover,"Think and Act, is-a, computer-based asthma management simulation",,,,,'high risk of substance abuse',49.0
19088584,Impact and outcome evaluation studies,is-a,method of accountability,,,,,'poor parenting',18.0
8294644,National Council Licensure Examination,is-a,Examination,,,,,'lower earning',13.0
8294644,baccalaureate nursing program,is-a,Educational Program,0.6666666666666667,,'educational infrastructure',,'vocational training',11.0
8294644,junior year,is-a,Academic Year,,,,,'lower earning',13.0
8294644,senior year,is-a,Academic Year,,,,,'lower earning',13.0
8294644,graduation,is-a,Academic Milestone,,,,,'poor parenting',15.0
8294644,predictive data,is-a,Information,,,,,'poor parenting',11.0
8294644,student performance,is-a,Academic Performance,,,,,'lower earning',15.0
8294644,interventions for at-risk students,is-a,Academic Support,,,,,'lower earning',15.0
8294644,remediation,is-a,Academic Support,,,,,'lower earning',15.0
2927381,Experiential learning,is-a,Learning method,,,,,'lower earning',13.0
2927381,Psychiatric nurse students,is-a,Student group,,,,,'lower earning',13.0
2927381,Nurse educators,is-a,Professional group,,,,,'vocational training',14.0
2927381,Pilot study,is-a,Research method,,,,,'lower earning',14.0
2927381,Content analysis,is-a,Data interpretation method,,,,,'racial segreggation',19.0
19655629,Low health literacy,is-a,healthcare issue,,,,,'poor parenting',13.0
19655629,Healthcare administration students,is-a,group needing health literacy education,,,,,'racial segreggation',28.0
19655629,Experiential learning,is-a,pedagogical approach,,,,,'employment prospect',16.0
17639018,ADPS project,is-a,large-scale research project,,,,,'employment prospect',20.0
17639018,Language approach data,is-a,key variable in educational achievement research,,,,,'educational infrastructure',32.0
17639018,No-exclusion model of service,is-a,approach to educational service,,,,,'vocational training',22.0
17639018,Language-related data,is-a,variable in deaf pupils' educational achievement,,,,,'availability of financial aid',35.0
17639018,Deaf Pupils in Scotland,is-a,population in educational research,,,,,'vocational training',24.0
17639018,British Sign Language/English provision,is-a,type of language provision in Scotland,,,,,'additional training at school',27.0
17639018,Linguistic requirements,is-a,factor in language provision,,,,,'alternative schooling',21.0
17639018,Local factors,is-a,determinant of language provision,,,,,'alternative schooling',25.0
17639018,Responsive policies,is-a,factor in language provision,,,,,'alternative schooling',21.0
17639018,Language situations over time,is-a,complexity in large-scale studies,,,,,'employment prospect',24.0
15303585,Peer-tutoring program,is-a,Retention strategy,,,,,'vocational training',13.0
15303585,Medical-surgical nursing course,is-a,Nursing program,,,,,'lower earning',14.0
15303585,Student attrition rate,is-a,Educational challenge,0.6666666666666667,,'educational infrastructure',,'vocational training',9.0
1482008,Behavior analysis,is-a,selection science,,,,,'vocational training',14.0
1482008,B. F. Skinner,is-a,advocate of selectionism,,,,,'vocational training',16.0
1482008,Morningside Model of Generative Instruction,is-a,application of selection sciences,,,,,'vocational training',22.0
1482008,Morningside Model of Generative Instruction,is-a,solution for adult literacy and children's learning and attention problems,,,,,'additional training at school',54.0
1482008,School curricula,is-a,subject of analysis for key component elements and underlying tool skills,,,,,'additional training at school',58.0
15470834,DMFT-12 index,is-a,Dental caries measurement tool,,,,,'racial segreggation',21.0
15470834,Adult literacy rate,is-a,Educational indicator,0.6666666666666667,,'educational infrastructure',,'vocational training',11.0
15470834,Mean years of schooling,is-a,Educational indicator,0.6666666666666667,,'educational infrastructure',,'vocational training',11.0
15470834,Pupil-teacher ratio for primary level,is-a,Educational indicator,0.6666666666666667,,'educational infrastructure',,'vocational training',11.0
15470834,Educational expenditure as a percentage of gross national product,is-a,Educational indicator,0.6666666666666667,,'educational infrastructure',,'vocational training',11.0
15470834,Primary enrollment ratio,is-a,Educational indicator,0.6666666666666667,,'educational infrastructure',,'vocational training',11.0
15470834,Percent completing primary level,is-a,Educational indicator,0.6666666666666667,,'educational infrastructure',,'vocational training',11.0
22273558,Horizontal violence,is-a,Workplace violence,,,,,'poor parenting',13.0
22273558,Intimidation,is-a,Form of horizontal violence,,,,,'vocational training',20.0
22273558,Coercion,is-a,Form of horizontal violence,,,,,'vocational training',20.0
22273558,Bullying,is-a,Form of horizontal violence,,,,,'vocational training',20.0
22273558,Criticism,is-a,Form of horizontal violence,,,,,'vocational training',20.0
22273558,Exclusion,is-a,Form of horizontal violence,,,,,'vocational training',20.0
22273558,Belittling,is-a,Form of horizontal violence,,,,,'vocational training',20.0
15505959,Reciprocal teaching,is-a,metacognitive strategy,,,,,'alternative schooling',16.0
15505959,Reciprocal teaching,is-a,effective comprehension technique,,,,,'vocational training',25.0
15505959,Students with learning disabilities,is-a,group benefiting from reciprocal teaching,,,,,'social-emotional skills training',30.0
10295805,Psychiatric social worker,is-a,Professional role in healthcare,,,,,'educational infrastructure',21.0
10295805,Client-centred activity,is-a,Professional activity of social workers,,,,,'additional training at school',26.0
10295805,Teaching,is-a,Professional activity of social workers,,,,,'additional training at school',26.0
10295805,Research,is-a,Professional activity of social workers,,,,,'additional training at school',26.0
10295805,Academic appointment,is-a,Form of professional recognition,,,,,'high criminal activities',22.0
10295805,Psychiatric Residency Training Program,is-a,Training program in healthcare,,,,,'racial segreggation',22.0
8999476,Smoking,is-a,health risk behavior,,,,,'cultural barriers',15.0
8999476,Secondary school pupils,is-a,demographic group,,,,,'poor parenting',14.0
8999476,Occasional smoking,is-a,form of smoking,,,,,'lower earning',12.0
8999476,Cigarette,is-a,tobacco product,,,,,'employment prospect',14.0
8999476,Friends' influence,is-a,social factor,,,,,'lower earning',13.0
8999476,Advertising,is-a,environmental factor,,,,,'employment prospect',15.0
8999476,Health education,is-a,preventive measure,,,,,'alternative schooling',16.0
8999476,Legislative measures on advertising,is-a,policy intervention,,,,,'poor parenting',13.0
12189125,problem-based writing with peer review,is a,teaching method,,,,,'bullying at school',14.0
12189125,didactic lectures,is a,teaching method,,,,,'bullying at school',14.0
12189125,group work,is a,teaching method,,,,,'bullying at school',14.0
12189125,Calibrated Peer Review,is a,Web-delivered program,,,,,'employment prospect',17.0
12189125,student essays,is a,type of assignment,,,,,'poor parenting',14.0
12189125,anonymous peer review,is a,type of feedback method,,,,,'poor parenting',19.0
12189125,class discussion,is a,type of teaching method,,,,,'lower earning',17.0
20548189,Nursing students,are a type of,Students,,,,,'lower earning',13.0
20548189,NCLEX,is a type of,Examination,,,,,'lower earning',13.0
20548189,Stress,is a type of,Emotional response,,,,,'vocational training',11.0
20548189,Maladaptive behaviors,are a type of,Behavior,,,,,'lower earning',12.0
20548189,3-credit course,is a type of,Course,,,,,'lower earning',12.0
20548189,Cognitive behavioral techniques,are a type of,Learning strategy,,,,,'lower earning',14.0
20548189,Metacognitive strategies,are a type of,Learning strategy,,,,,'lower earning',14.0
20548189,Test-taking strategies,are a type of,Learning strategy,,,,,'lower earning',14.0
20548189,Simulated NCLEX experience,is a type of,Learning strategy,,,,,'lower earning',14.0
20548189,Individualized plan of preparation,is a type of,Learning strategy,,,,,'lower earning',14.0
19811159,A study,is-a,investigation,,,,,'racial segreggation',13.0
19811159,PBL tutors,is-a,type of tutor,,,,,'lower earning',13.0
19811159,Non-staff tutors,is-a,type of tutor,,,,,'lower earning',13.0
19811159,Staff tutors,is-a,type of tutor,,,,,'lower earning',13.0
19811159,Student satisfaction,is-a,measure of effectiveness,,,,,'poor parenting',18.0
19811159,Learning outcomes,is-a,measure of effectiveness,,,,,'poor parenting',18.0
3635551,Nurse educator,is-a,Researcher,,,,,'lower earning',11.0
3635551,Research productivity,is-a,Academic performance indicator,,,,,'employment prospect',23.0
3635551,Teaching quality,is-a,Academic performance indicator,,,,,'employment prospect',23.0
2928145,Tenure Decision Factor Inventory,is-a,Questionnaire,,,,,'lower earning',13.0
2928145,Achievement,is-a,Tenure criteria,,,,,'cultural barriers',13.0
2928145,Ascriptive,is-a,Tenure criteria,,,,,'cultural barriers',13.0
2928145,Internal Political,is-a,Tenure criteria,,,,,'cultural barriers',13.0
2928145,External Political,is-a,Tenure criteria,,,,,'cultural barriers',13.0
2928145,Physics,is-a,Academic discipline,,,,,'lower earning',16.0
2928145,Psychology,is-a,Academic discipline,,,,,'lower earning',16.0
2928145,Sociology,is-a,Academic discipline,,,,,'lower earning',16.0
2928145,Nursing,is-a,Academic discipline,,,,,'lower earning',16.0
2928145,Management,is-a,Academic discipline,,,,,'lower earning',16.0
21181674,Poverty,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
21181674,Education,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
21181674,Employment,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
21181674,Social Support Networks,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
21181674,Access to Health Care,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
21181674,Housing,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
21181674,Transportation,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
21181674,Food Security,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
21181674,Air Quality,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
21181674,Water Quality,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
11868850,Poverty,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
11868850,Education,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
11868850,Employment,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
11868850,Social Support,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
11868850,Access to Health Services,is-a,Social Determinant of Health,,,,,'racial segreggation',19.0
36849472,National Collaborative for Education to Address the Social Determinants of Health,is-a,Faculty and Staff,,,,,'cultural barriers',15.0
36849472,Digital platform for health professions,is-a,Resource,,,,,'lower earning',13.0
36849472,Curricular work related to SDOH,is-a,Content on digital platform,,,,,'vocational training',21.0
36849472,Health professions educators,is-a,Users of the digital platform,,,,,'vocational training',23.0
36849472,Undergraduate and graduate medicine,nursing,"pharmacy, continuing education, is-a, Fields of the educators",,,,,'educational infrastructure',45.0
36849472,Teaching practice,is-a,Application of the digital platform,,,,,'additional training at school',24.0
36849472,Work in this field,is-a,Content to be disseminated,,,,,'alternative schooling',19.0
11760297,African Americans,is-a,socio-economic group,,,,,'lower earning',16.0
11760297,African American nurses,is-a,healthcare professionals,,,,,'cultural barriers',18.0
11760297,Health education,is-a,health service,,,,,'lower earning',12.0
11760297,Health literacy sessions,is-a,health service,,,,,'lower earning',12.0
11760297,Health status,is-a,health indicator,,,,,'lower earning',15.0
11760297,Safety,is-a,social determinant of health,,,,,'racial segreggation',19.0
11760297,Section eight housing area,is-a,low-income housing,,,,,'lower earning',13.0
31238933,TPACK-Practical Scale,is-a,Assessment tool,,,,,'lower earning',14.0
31238933,Attitude towards Technology Scale,is-a,Assessment tool,,,,,'lower earning',14.0
31238933,Ward's minimum variance hierarchical clustering analysis,is-a,Data Analysis Method,,,,,'cultural barriers',17.0
31238933,Discriminant function analysis,is-a,Data Analysis Method,,,,,'cultural barriers',17.0
31238933,Multinomial logistic regression analysis,is-a,Data Analysis Method,,,,,'cultural barriers',17.0
31238933,Simulation-based medical education,is-a,Teaching Method,,,,,'bullying at school',14.0
19395223,MDEP,is-a,Education Program,,,,,'vocational training',13.0
19395223,Diabetes knowledge,is-a,Health Literacy aspect,,,,,'employment prospect',16.0
19395223,Low literacy,is-a,Health Literacy aspect,,,,,'employment prospect',16.0
11899011,This study,is-a,comparison of teaching methods,,,,,'vocational training',20.0
11899011,Achievement,is-a,measure of academic success,,,,,'alternative schooling',22.0
11899011,Attitudes toward success in mathematics,is-a,psychological factor,,,,,'cultural barriers',16.0
11899011,Mathematics anxiety,is-a,psychological factor,,,,,'cultural barriers',16.0
11899011,Graphic calculator,is-a,teaching tool,,,,,'bullying at school',12.0
11899011,Computer algebra system Maple,is-a,teaching tool,,,,,'bullying at school',12.0
11899011,Technology based text book,is-a,teaching tool,,,,,'bullying at school',12.0
11899011,Teacher-made achievement test,is-a,assessment method,,,,,'employment prospect',16.0
11214850,Nursing,is-a,Profession,,,,,'lower earning',12.0
11214850,Alcohol Early Intervention Education Package,is-a,Education Package,,,,,'vocational training',12.0
11214850,Bachelor of Nursing,is-a,University Education,,,,,'racial segreggation',15.0
11214850,Alcohol-related problems,is-a,Health Issue,,,,,'lower earning',14.0
11214850,Early intervention,is-a,Strategy,,,,,'lower earning',12.0
11214850,Knowledge,is-a,Requirement for nursing,,,,,'employment prospect',16.0
11214850,Attitude,is-a,Requirement for nursing,,,,,'employment prospect',16.0
11214850,Skills,is-a,Requirement for nursing,,,,,'employment prospect',16.0
17623952,Childhood asthma,is-a,health concern,,,,,'lower earning',13.0
17623952,Inhaled therapy,is-a,home management for children with asthma,,,,,'employment prospect',30.0
17623952,Metered-dose inhaler with a spacer,is-a,tool for asthma management,,,,,'cultural barriers',20.0
17623952,Asthma education,is-a,method for improving skills and confidence among parents,,,,,'social-emotional skills training',41.0
17623952,Educational intervention,is-a,method for improving inhaler technique,,,,,'vocational training',28.0
17623952,Educational intervention,is-a,method for improving knowledge of spacer cleaning technique,,,,,'additional training at school',46.0
28859649,Blended Learning,is-a,Learning Method,,,,,'lower earning',13.0
28859649,Problem Based Learning,is-a,Learning Method,,,,,'lower earning',13.0
28859649,Participatory Action Research,is-a,Research Method,,,,,'lower earning',14.0
28859649,Brookfield's model,is-a,Reflection Model,,,,,'lower earning',15.0
28859649,Grounded theory analysis,is-a,Data Analysis Method,,,,,'cultural barriers',17.0
11783555,Educational reform,is a,policy,,,,,'lower earning',13.0
11783555,Minimum competency testing standards,is a,educational standard,0.6666666666666667,,'educational infrastructure',,'vocational training',10.0
11783555,Graduation requirements,is a,educational standard,0.6666666666666667,,'educational infrastructure',,'vocational training',10.0
11783555,Public high school students,is a,student group,,,,,'lower earning',13.0
29412052,'Route-90 Collaborative',is-a,'Collaborative Initiative',,,,,'alternative schooling',16.0
29412052,'Institute of Medicine's (IOM) Framework for Educating Health Professionals',is-a,'Educational Framework',0.6666666666666667,,'educational infrastructure',,'vocational training',10.0
29412052,'Reproductive health',is-a,'Interprofessional Course',,,,,'high risk of substance abuse',18.0
29412052,'Global health',is-a,'Interprofessional Course',,,,,'high risk of substance abuse',18.0
29412052,'Educational intervention',is-a,'Teaching Method',,,,,'bullying at school',12.0
29412052,'Course evaluations',is-a,'Feedback Mechanism',,,,,'lower earning',14.0
29412052,'Social Determinants of Health',is-a,'Healthcare Topic',,,,,'poor parenting',12.0
36098540,SDOH education,is-a,"part of, nursing program curricula",,,,,'additional training at school',26.0
36098540,Cultural sensitivity and diversity,is-a,"theme, in SDOH",,,,,'lower earning',13.0
36098540,Social,cultural,"economic, and political factors, are-a, influences, on health",,,,,'additional training at school',45.0
11725389,Undergraduate education,is-a,type of education,,,,,'poor parenting',13.0
11725389,University teachers,is-a,type of educators,,,,,'poor parenting',14.0
11725389,Medical diploma,is-a,type of diploma,,,,,'lower earning',14.0
11725389,Graduates,is-a,result of education,,,,,'racial segreggation',14.0
36213020,Colleges and Universities,is-a,Educational Institutions,0.6666666666666667,,'educational infrastructure',,'educational infrastructure',11.0
36213020,Teaching,is-a,Educational Activity,0.6666666666666667,,'educational infrastructure',,'vocational training',10.0
36213020,Scientific Research,is-a,Academic Activity,,,,,'lower earning',14.0
36213020,Labor Education,is-a,Form of Education,,,,,'racial segreggation',14.0
36213020,Students,is-a,Group of Individuals,,,,,'poor parenting',16.0
36402731,Digital training resources,is-a,educational tool,0.6666666666666667,,'educational infrastructure',,'vocational training',11.0
36402731,Digital resources,is-a,part of surgical curricula,,,,,'cultural barriers',18.0
36402731,Surgical residents,is-a,user of digital resources,,,,,'vocational training',20.0
36402731,Semi-structured interviews,is-a,research method,,,,,'lower earning',14.0
36402731,Thematic analysis,is-a,data analysis method,,,,,'cultural barriers',17.0
36402731,Digital resources,is-a,support for surgical education,,,,,'racial segreggation',21.0
36402731,On-the-job training,is-a,type of surgical education,,,,,'racial segreggation',18.0
36402731,Individual needs,is-a,consideration for digital resources implementation,,,,,'educational infrastructure',37.0
12053778,Teenagers,is-a,Study subjects,,,,,'lower earning',14.0
12053778,CONASIDA,is-a,Mexican Council for AIDS Prevention and Control,,,,,'additional training at school',34.0
12053778,Multinomial logistic regression,is-a,Data analysis method,,,,,'cultural barriers',17.0
12053778,Sexual education training strategies,is-a,Prevention method,,,,,'poor parenting',15.0
12053778,Father's schooling level,is-a,Socioeconomic factor,,,,,'vocational training',18.0
18723595,Specific Language Impairment,is-a,Language Disorder,,,,,'cultural barriers',15.0
18723595,Print Knowledge Delay,is-a,Learning Difficulty,,,,,'bullying at school',16.0
18723595,Attentional Difficulties,is-a,Cognitive Impairment,,,,,'alternative schooling',17.0
12444000,Allied Health,is-a,College,,,,,'lower earning',12.0
12444000,Arts and Science,is-a,College,,,,,'lower earning',12.0
12444000,Education,is-a,College,,,,,'lower earning',12.0
12444000,Graduate School,is-a,College,,,,,'lower earning',12.0
12444000,PGY 412G,is-a,Advanced-level course in human physiology,,,,,'additional training at school',31.0
12444000,Student's performance,is-a,Assessment measure,,,,,'employment prospect',15.0
12444000,Mean percentage of correct answers,is-a,Assessment measure,,,,,'employment prospect',15.0
12444000,Academic year,is-a,Time period,,,,,'lower earning',11.0
12444000,Letter grade adjustments,is-a,Assessment measure,,,,,'employment prospect',15.0
12444000,Special educational programs,is-a,Educational intervention,0.6666666666666667,,'educational infrastructure',,'vocational training',12.0
